Operation Id,experiment,year,cropped section,new start date,new end date,operation,operation type,Amount,Units
RBK00774,Broadbalk,1977,winter wheat,04/11/1976,,"sections 0, 1 rotary harrowed",,,
RBK00775,Broadbalk,1977,winter wheat,04/11/1976,,"sections 3, 4, 5 heavy spring-tine cultivated",,,
RBK00776,Broadbalk,1977,winter wheat,22/11/1976,,"sections 3, 4, 5 rotary harrowed",,,
RBK00777,Broadbalk,1977,winter wheat,24/11/1976,,"seed sown, spring-tine cultivated",,,
RBK00778,Broadbalk,1977,winter wheat,18/04/1977,,N applied,,,
RBK00779,Broadbalk,1977,winter wheat,10/05/1977,,"spring weedkillers applied to sections 3, 4, 5, 9",,,
RBK00780,Broadbalk,1977,winter wheat,23/05/1977,,"spring weedkillers applied to sections 0, 1",,,
RBK00781,Broadbalk,1977,winter wheat,12/07/1977,,Insecticide applied,,,
RBK00782,Broadbalk,1977,winter wheat,06/08/1977,,Diquat applied,,,
RBK00783,Broadbalk,1978,all sections,22/09/1977,,"Superphosphate, sulphate of soda, kieserite,, castor meal applied",,,
RBK00784,Broadbalk,1978,all sections,23/09/1977,,Sulphate of potash applied,,,
RBK00785,Broadbalk,1978,all sections,28/09/1977,,"Subsoiled, tines 160 cm apart, 3% cm deep",,,
RBK00786,Broadbalk,1978,all sections,04/10/1977,,FYM applied,,,
RBK00787,Broadbalk,1978,all sections,06/10/1977,,Ploughed,,,
RBK00788,Broadbalk,1978,fallow sections,20/09/1977,,Chalk applied,,,
RBK00789,Broadbalk,1978,fallow sections,31/03/1978,,Heavy spring-tine cultivated,,,
RBK00790,Broadbalk,1978,fallow sections,08/05/1978,,Paraquat applied,,,
RBK00791,Broadbalk,1978,fallow sections,24/05/1978,,ploughed twice,,,
RBK00792,Broadbalk,1978,fallow sections,15/06/1978,,Heavy spring-tine cultivated,,,
RBK00793,Broadbalk,1978,fallow sections,06/07/1978,,ploughed twice,,,
RBK00794,Broadbalk,1978,fallow sections,12/07/1978,,Spring-tine cultivated,,,
RBK00795,Broadbalk,1978,potatoes,20/09/1977,,Chalk applied,,,
RBK00796,Broadbalk,1978,potatoes,31/03/1978,,Heavy spring-tine cultivated,,,
RBK00797,Broadbalk,1978,potatoes,25/04/1978,,N applied,,,
RBK00798,Broadbalk,1978,potatoes,08/05/1978,,Paraquat applied,,,
RBK00799,Broadbalk,1978,potatoes,09/05/1978,,"Spike rotary cultivated, planted",,,
RBK00800,Broadbalk,1978,potatoes,15/05/1978,,Linuron applied,,,
RBK00801,Broadbalk,1978,potatoes,26/06/1978,,Grubbed and rotary ridged,,,
RBK00802,Broadbalk,1978,potatoes,05/07/1978,,Mancozeb applied,,,
RBK00803,Broadbalk,1978,potatoes,18/07/1978,,Mancozeb and pirimicarb applied twice,,,
RBK00804,Broadbalk,1978,potatoes,04/08/1978,,Mancozeb and pirimicarb applied twice,,,
RBK00805,Broadbalk,1978,potatoes,17/08/1978,,'Fennite A' applied,,,
RBK00806,Broadbalk,1978,potatoes,07/09/1978,,Haulm pulverized,,,
RBK00807,Broadbalk,1978,potatoes,27/09/1978,,Lifted,,,
RBK00808,Broadbalk,1978,spring beans,22/09/1977,,combine harvested,,,
RBK00809,Broadbalk,1978,spring beans,09/03/1978,,Spring-tine cultivated,,,
RBK00810,Broadbalk,1978,spring beans,10/03/1978,,"N applied, rotary harrowed, seed sown",,,
RBK00811,Broadbalk,1978,spring beans,19/05/1978,,Tractor hoed twice,,,
RBK00812,Broadbalk,1978,spring beans,08/06/1978,,Tractor hoed twice,,,
RBK00813,Broadbalk,1978,spring beans,07/07/1978,,Pirimicarb applied,,,
RBK00814,Broadbalk,1978,spring beans,19/09/1978,,Haulm desiccant applied,,,
RBK00815,Broadbalk,1978,winter wheat,19/09/1977,,Chalk applied,,,
RBK00816,Broadbalk,1978,winter wheat,17/10/1977,,Rotary harrowed,,,
RBK00817,Broadbalk,1978,winter wheat,19/10/1977,,seed sown,,,
RBK00818,Broadbalk,1978,winter wheat,24/10/1977,,Terbutryne applied,,,
RBK00819,Broadbalk,1978,winter wheat,30/03/1978,,sections 6 Insecticide applied,,,
RBK00820,Broadbalk,1978,winter wheat,08/05/1978,,"N, 'Banlene Plus' applied",,,
RBK00821,Broadbalk,1978,winter wheat,29/08/1978,,"sections 0, 1, 2, 3, 8, 9, combine harvested",,,
RBK00822,Broadbalk,1978,winter wheat,30/08/1978,,sections 6 combine harvested,,,
RBK00823,Broadbalk,1979,all sections,02/10/1978,,"Sulphate of potash, sulphate of soda, kieserite, castor meal applied",,,
RBK00824,Broadbalk,1979,all sections,03/10/1978,,Superphosphate applied,,,
RBK00825,Broadbalk,1979,all sections,04/10/1978,,FYM applied,,,
RBK00826,Broadbalk,1979,all sections,05/10/1978,,Ploughed,,,
RBK00827,Broadbalk,1979,cropped sections,22/09/1978,,W. wheat glyphosate applied,,,
RBK00828,Broadbalk,1979,cropped sections,03/10/1978,,Chalk applied,,,
RBK00829,Broadbalk,1979,cropped sections,09/10/1978,,"disced harrowed, rotary harrowed",,,
RBK00830,Broadbalk,1979,cropped sections,10/10/1978,,seed sown,,,
RBK00831,Broadbalk,1979,cropped sections,12/10/1978,,Qiortoluron applied,,,
RBK00832,Broadbalk,1979,cropped sections,03/05/1979,,N applied,,,
RBK00833,Broadbalk,1979,cropped sections,09/05/1979,,'Banlene Plus' applied,,,
RBK00834,Broadbalk,1979,cropped sections,27/06/1979,,Triadimefon applied,,,
RBK00835,Broadbalk,1979,cropped sections,28/08/1979,,combine harvested,,,
RBK00836,Broadbalk,1979,fallow sections,03/10/1978,,Chalk applied,,,
RBK00837,Broadbalk,1979,fallow sections,01/05/1979,,Spring-tine cultivated,,,
RBK00838,Broadbalk,1979,fallow sections,23/05/1979,,ploughed twice,,,
RBK00839,Broadbalk,1979,fallow sections,14/06/1979,,Heavy spring-tine cultivated twice,,,
RBK00840,Broadbalk,1979,fallow sections,10/07/1979,,ploughed twice,,,
RBK00841,Broadbalk,1979,fallow sections,31/07/1979,,Heavy spring-tine cultivated twice,,,
RBK00842,Broadbalk,1979,potatoes,14/05/1979,,planted,,,
RBK00843,Broadbalk,1979,potatoes,18/05/1979,,Grubbed twice,,,
RBK00844,Broadbalk,1979,potatoes,30/05/1979,,Weedkillers applied,,,
RBK00845,Broadbalk,1979,potatoes,26/06/1979,,"Fungicide, insecticide applied",,,
RBK00846,Broadbalk,1979,potatoes,03/07/1979,,Grubbed twice,,,
RBK00847,Broadbalk,1979,potatoes,20/07/1979,,"Insecticide, Fungicide applied July,",,,
RBK00848,Broadbalk,1979,potatoes,03/08/1979,,Fungicide applied,,,
RBK00849,Broadbalk,1979,potatoes,15/08/1979,,Fungicide applied,,,
RBK00850,Broadbalk,1979,potatoes,04/09/1979,,Haulm pulverized,,,
RBK00851,Broadbalk,1979,potatoes,14/09/1979,,Lifted,,,
RBK00852,Broadbalk,1980,all sections,19/09/1979,,Chalk applied,,,
RBK00853,Broadbalk,1980,all sections,24/09/1979,,"Sulphate of potash, sulphate of soda,, kieserite applied",,,
RBK00854,Broadbalk,1980,all sections,25/09/1979,,Castor meal and superphosphate applied,,,
RBK00855,Broadbalk,1980,all sections,26/09/1979,,FYM applied,,,
RBK00856,Broadbalk,1980,all sections,27/09/1979,,Ploughed,,,
RBK00857,Broadbalk,1980,cropped sections,01/10/1979,,W. wheat rotary harrowed,,,
RBK00858,Broadbalk,1980,cropped sections,02/10/1979,,sections 1 2 rotary harrowed again,,,
RBK00859,Broadbalk,1980,cropped sections,04/10/1979,,seed sown,,,
RBK00860,Broadbalk,1980,cropped sections,08/10/1979,,Chlortoluron applied,,,
RBK00861,Broadbalk,1980,cropped sections,29/02/1980,,'Folimat' applied sections 3 only,,,
RBK00862,Broadbalk,1980,cropped sections,10/04/1980,,N and 'Banlene Plus' applied,,,
RBK00863,Broadbalk,1980,cropped sections,03/06/1980,,Fungicide applied,,,
RBK00864,Broadbalk,1980,cropped sections,23/06/1980,,Demeton-s-methyl applied,,,
RBK00865,Broadbalk,1980,cropped sections,21/08/1980,,combine harvested,,,
RBK00866,Broadbalk,1980,fallow sections,01/02/1980,,Chisel ploughed,,,
RBK00867,Broadbalk,1980,fallow sections,21/04/1980,,Heavy spring-tine cultivated,,,
RBK00868,Broadbalk,1980,fallow sections,12/05/1980,,ploughed twice,,,
RBK00869,Broadbalk,1980,fallow sections,23/05/1980,,Spring-tine cultivated twice,,,
RBK00870,Broadbalk,1980,fallow sections,17/06/1980,,ploughed twice,,,
RBK00871,Broadbalk,1980,fallow sections,19/06/1980,,Spring-tine cultivated twice,,,
RBK00872,Broadbalk,1980,fallow sections,01/08/1980,,Rotary harrowed,,,
RBK00873,Broadbalk,1980,potatoes,25/01/1980,,Chisel ploughed,,,
RBK00874,Broadbalk,1980,potatoes,17/04/1980,,"Spring-tine cultivated, N applied",,,
RBK00875,Broadbalk,1980,potatoes,18/04/1980,,"Spike rotary cultivated, potatoes planted",,,
RBK00876,Broadbalk,1980,potatoes,25/04/1980,,Grubbed,,,
RBK00877,Broadbalk,1980,potatoes,02/05/1980,,rotary ridged,,,
RBK00878,Broadbalk,1980,potatoes,19/05/1980,,Weedkiller applied,,,
RBK00879,Broadbalk,1980,potatoes,18/06/1980,,Fungicide applied with pirimicarb,,,
RBK00880,Broadbalk,1980,potatoes,30/06/1980,,Fungicide applied with pirimicarb,,,
RBK00881,Broadbalk,1980,potatoes,11/07/1980,,Fungicide applied with pirimicarb,,,
RBK00882,Broadbalk,1980,potatoes,24/07/1980,,Fungicide applied with pirimicarb,,,
RBK00883,Broadbalk,1980,potatoes,05/08/1980,,Fungicide applied with pirimicarb,,,
RBK00884,Broadbalk,1980,potatoes,18/08/1980,,Fungicide applied alone,,,
RBK00885,Broadbalk,1980,potatoes,28/08/1980,,Haulm mechanically destroyed,,,
RBK00886,Broadbalk,1980,potatoes,04/09/1980,,Lifted,,,
RBK00887,Broadbalk,1981,all sections,08/09/1980,,"Superphosphate, sulphate of potash, sulphate of soda, kieserite, castor meal applied",,,
RBK00888,Broadbalk,1981,all sections,10/09/1980,,FYM applied,,,
RBK00889,Broadbalk,1981,all sections,11/09/1980,,Ploughed,,,
RBK00890,Broadbalk,1981,all sections,15/09/1980,,Rolled,,,
RBK00891,Broadbalk,1981,cropped sections,02/09/1980,,W. wheat glyphosate applied,,,
RBK00892,Broadbalk,1981,cropped sections,30/09/1980,,Rotary harrowed,,,
RBK00893,Broadbalk,1981,cropped sections,01/10/1980,,seed sown,,,
RBK00894,Broadbalk,1981,cropped sections,03/10/1980,,Chlortoluron applied,,,
RBK00895,Broadbalk,1981,cropped sections,15/04/1981,,N applied,,,
RBK00896,Broadbalk,1981,cropped sections,21/04/1981,,'Brittox' applied,,,
RBK00897,Broadbalk,1981,cropped sections,05/05/1981,,Prochloraz applied alone,,,
RBK00898,Broadbalk,1981,cropped sections,19/06/1981,,"Prochloraz, Mancozeb, zineb applied",,,
RBK00899,Broadbalk,1981,cropped sections,22/06/1981,,"Prochloraz, Mancozeb, zineb applied",,,
RBK00900,Broadbalk,1981,cropped sections,19/08/1981,,combine harvested,,,
RBK00901,Broadbalk,1981,fallow sections,04/09/1980,,Chalk applied,,,
RBK00902,Broadbalk,1981,fallow sections,06/01/1981,,Chisel ploughed sections 4 only,,,
RBK00903,Broadbalk,1981,fallow sections,16/01/1981,,Chisel ploughed sections 8 only,,,
RBK00904,Broadbalk,1981,fallow sections,16/04/1981,,Spring-tine cultivated four times,,,
RBK00905,Broadbalk,1981,fallow sections,15/05/1981,,Rotary harrowed,,,
RBK00906,Broadbalk,1981,fallow sections,16/06/1981,,ploughed twice,,,
RBK00907,Broadbalk,1981,fallow sections,19/06/1981,,Heavy spring-tine cultivated,,,
RBK00908,Broadbalk,1981,fallow sections,30/06/1981,,Spring-tine cultivated four times,,,
RBK00909,Broadbalk,1981,fallow sections,16/07/1981,,ploughed twice,,,
RBK00910,Broadbalk,1981,fallow sections,20/07/1981,,Spring-tine cultivated four times,,,
RBK00911,Broadbalk,1981,fallow sections,11/08/1981,,Spring-tine cultivated four times,,,
RBK00912,Broadbalk,1981,potatoes,16/01/1981,,Chisel ploughed,,,
RBK00913,Broadbalk,1981,potatoes,16/04/1981,,Spring-tine cultivated,,,
RBK00914,Broadbalk,1981,potatoes,17/04/1981,,N applied,,,
RBK00915,Broadbalk,1981,potatoes,13/05/1981,,"Spike rotary cultivated, potatoes planted",,,
RBK00916,Broadbalk,1981,potatoes,01/06/1981,,Weedkillers applied,,,
RBK00917,Broadbalk,1981,potatoes,23/06/1981,,Fungicide applied with pirimicarb,,,
RBK00918,Broadbalk,1981,potatoes,01/07/1981,,Fungicide applied with pirimicarb,,,
RBK00919,Broadbalk,1981,potatoes,09/07/1981,,ridged,,,
RBK00920,Broadbalk,1981,potatoes,13/07/1981,,Fungicide applied with pirimicarb,,,
RBK00921,Broadbalk,1981,potatoes,27/07/1981,,Fungicide applied with pirimicarb,,,
RBK00922,Broadbalk,1981,potatoes,11/08/1981,,Fungicide applied with pirimicarb,,,
RBK00923,Broadbalk,1981,potatoes,24/08/1981,,Haulm mechanically destroyed,,,
RBK00924,Broadbalk,1981,potatoes,25/08/1981,,desiccant applied,,,
RBK00925,Broadbalk,1981,potatoes,14/09/1981,,Lifted,,,
RBK00926,Broadbalk,1982,fallow sections,11/09/1981,,Chalk applied,,,
RBK00927,Broadbalk,1982,fallow sections,16/04/1982,,Spring-tine cultivated,,,
RBK00928,Broadbalk,1982,fallow sections,04/05/1982,,Ploughed,,,
RBK00929,Broadbalk,1982,fallow sections,12/05/1982,,"Rolled, spring-tine cultivated",,,
RBK00930,Broadbalk,1982,fallow sections,21/06/1982,,Ploughed,,,
RBK00931,Broadbalk,1982,fallow sections,30/06/1982,,Spring-tine cultivated,,,
RBK00932,Broadbalk,1982,fallow sections,28/07/1982,,Rotary harrowed,,,
RBK00933,Broadbalk,1982,potatoes,16/04/1982,,Spring-tine cultivated,,,
RBK00934,Broadbalk,1982,potatoes,17/04/1982,,N applied,,,
RBK00935,Broadbalk,1982,potatoes,20/04/1982,,"Spike rotary cultivated, potatoes planted",,,
RBK00936,Broadbalk,1982,potatoes,10/05/1982,,rotary ridged,,,
RBK00937,Broadbalk,1982,potatoes,17/05/1982,,Weedkillers applied,,,
RBK00938,Broadbalk,1982,potatoes,14/06/1982,,Mancozeb with the insecticide applied,,,
RBK00939,Broadbalk,1982,potatoes,30/06/1982,,Mancozeb with the insecticide applied,,,
RBK00940,Broadbalk,1982,potatoes,12/07/1982,,Mancozeb applied,,,
RBK00941,Broadbalk,1982,potatoes,26/07/1982,,"Ofurace, Mancozeb with the insecticide applied",,,
RBK00942,Broadbalk,1982,potatoes,09/08/1982,,Ofurace and Mancozeb applied,,,
RBK00943,Broadbalk,1982,potatoes,21/08/1982,,Haulm mechanically destroyed,,,
RBK00944,Broadbalk,1982,potatoes,24/08/1982,,desiccant applied,,,
RBK00945,Broadbalk,1982,potatoes,13/09/1982,,Lifted,,,
RBK00946,Broadbalk,1982,winter wheat,14/10/1981,,Rotary harrowed,,,
RBK00947,Broadbalk,1982,winter wheat,16/10/1981,,seed sown,,,
RBK00948,Broadbalk,1982,winter wheat,17/10/1981,,Chlortoluron applied,,,
RBK00949,Broadbalk,1982,winter wheat,15/04/1982,,N applied,,,
RBK00950,Broadbalk,1982,winter wheat,16/04/1982,,"mecoprop, bromoxynil, ioxynil applied",,,
RBK00951,Broadbalk,1982,winter wheat,26/05/1982,,Propiconazole applied,,,
RBK00952,Broadbalk,1982,winter wheat,17/06/1982,,Propiconazole with insecticide applied,,,
RBK00953,Broadbalk,1982,winter wheat,10/08/1982,,glyphosate applied,,,
RBK00954,Broadbalk,1982,winter wheat,20/08/1982,,combine harvested,,,
RBK00955,Broadbalk,1983,all sections,16/09/1982,,"Superphosphate, sulphate of potash, sulphate of soda, kieserite, castor meal applied",,,
RBK00956,Broadbalk,1983,all sections,20/09/1982,,"FYM applied, ploughed",,,
RBK00957,Broadbalk,1983,all sections,28/10/1982,,Spring-tine cultivated,,,
RBK00958,Broadbalk,1983,cropped sections,02/09/1982,,"W. wheat Chalk to sections 6, 8, 9",,,
RBK00959,Broadbalk,1983,cropped sections,16/09/1982,,autumn N applied to plot 18,,,
RBK00960,Broadbalk,1983,cropped sections,04/11/1982,,"rotary harrowed, seed sown",,,
RBK00961,Broadbalk,1983,cropped sections,15/04/1983,,spring N applied,,,
RBK00962,Broadbalk,1983,cropped sections,16/04/1983,,Weedkillers applied,,,
RBK00963,Broadbalk,1983,cropped sections,26/05/1983,,Propiconazole applied,,,
RBK00964,Broadbalk,1983,cropped sections,30/06/1983,,Propiconazole applied,,,
RBK00965,Broadbalk,1983,cropped sections,10/08/1983,,combine harvested,,,
RBK00966,Broadbalk,1983,fallow sections,02/09/1982,,Chalk applied,,,
RBK00967,Broadbalk,1983,fallow sections,10/02/1983,,Chisel ploughed,,,
RBK00968,Broadbalk,1983,fallow sections,27/05/1983,,Heavy spring-tine cultivated,,,
RBK00969,Broadbalk,1983,fallow sections,17/06/1983,,Ploughed,,,
RBK00970,Broadbalk,1983,fallow sections,23/06/1983,,Spring-tine cultivated,,,
RBK00971,Broadbalk,1983,fallow sections,13/07/1983,,Ploughed,,,
RBK00972,Broadbalk,1983,fallow sections,21/07/1983,,Spring-tine cultivated,,,
RBK00973,Broadbalk,1983,potatoes,10/02/1983,,Chisel ploughed,,,
RBK00974,Broadbalk,1983,potatoes,05/05/1983,,"N applied, heavy spring-tine cultivated",,,
RBK00975,Broadbalk,1983,potatoes,10/05/1983,,"rotary harrowed, potatoes planted",,,
RBK00976,Broadbalk,1983,potatoes,26/05/1983,,rotary ridged,,,
RBK00977,Broadbalk,1983,potatoes,03/06/1983,,Weedkillers applied,,,
RBK00978,Broadbalk,1983,potatoes,22/06/1983,,Mancozeb applied,,,
RBK00979,Broadbalk,1983,potatoes,01/07/1983,,Fentin hydroxide with the insecticide applied,,,
RBK00980,Broadbalk,1983,potatoes,08/07/1983,,Fentin hydroxide with the insecticide applied,,,
RBK00981,Broadbalk,1983,potatoes,18/07/1983,,Fentin hydroxide with the insecticide applied,,,
RBK00982,Broadbalk,1983,potatoes,28/07/1983,,Fentin hydroxide with the insecticide applied,,,
RBK00983,Broadbalk,1983,potatoes,11/08/1983,,Fentin hydroxide applied,,,
RBK00984,Broadbalk,1983,potatoes,30/08/1983,,Haulm mechanically destroyed,,,
RBK00985,Broadbalk,1983,potatoes,01/09/1983,,Lifted,,,
RBK00986,Broadbalk,1984,all sections,06/09/1983,,"Sulphate of potash, sulphate of soda, kieserite, castor meal applied",,,
RBK00987,Broadbalk,1984,all sections,07/09/1983,,Superphosphate applied,,,
RBK00988,Broadbalk,1984,all sections,08/09/1983,,FYM applied,,,
RBK00989,Broadbalk,1984,all sections,09/09/1983,,Ploughed,,,
RBK00990,Broadbalk,1984,all sections,04/10/1983,,Spring-tine cultivated,,,
RBK00991,Broadbalk,1984,cropped sections,07/09/1983,,autumn N applied,,,
RBK00992,Broadbalk,1984,cropped sections,06/10/1983,,"rotary harrowed, seed sown",,,
RBK00993,Broadbalk,1984,cropped sections,01/12/1983,,Chlortoluron applied (except sections 8),,,
RBK00994,Broadbalk,1984,cropped sections,10/04/1984,,Cyanazine and mecoprop applied (except sections 8),,,
RBK00995,Broadbalk,1984,cropped sections,13/04/1984,,spring N applied,,,
RBK00996,Broadbalk,1984,cropped sections,11/06/1984,,Fungicide applied,,,
RBK00997,Broadbalk,1984,cropped sections,28/06/1984,,Insecticide applied,,,
RBK00998,Broadbalk,1984,cropped sections,14/08/1984,,combine harvested,,,
RBK00999,Broadbalk,1984,cropped sections,31/08/1984,,"W. wheat Chalk to sections 0, 5",,,
RBK01000,Broadbalk,1984,fallow sections,13/12/1983,,Chisel ploughed,,,
RBK01001,Broadbalk,1984,fallow sections,01/05/1984,,Ploughed,,,
RBK01002,Broadbalk,1984,fallow sections,08/05/1984,,Heavy spring-tine cultivated,,,
RBK01003,Broadbalk,1984,fallow sections,18/06/1984,,Ploughed,,,
RBK01004,Broadbalk,1984,fallow sections,25/06/1984,,Spring-tine cultivated,,,
RBK01005,Broadbalk,1984,fallow sections,23/07/1984,,rotary cultivated,,,
RBK01006,Broadbalk,1984,fallow sections,31/08/1984,,Chalk applied,,,
RBK01007,Broadbalk,1984,potatoes,03/09/1983,,Haulm mechanically destroyed,,,
RBK01008,Broadbalk,1984,potatoes,13/12/1983,,Chisel ploughed,,,
RBK01009,Broadbalk,1984,potatoes,03/04/1984,,N applied,,,
RBK01010,Broadbalk,1984,potatoes,04/04/1984,,"rotary harrowed, potatoes planted",,,
RBK01011,Broadbalk,1984,potatoes,10/04/1984,,rotary ridged,,,
RBK01012,Broadbalk,1984,potatoes,03/05/1984,,Weedkillers applied,,,
RBK01013,Broadbalk,1984,potatoes,19/06/1984,,Fentin hydroxide with the insecticide applied,,,
RBK01014,Broadbalk,1984,potatoes,03/07/1984,,Fentin hydroxide applied,,,
RBK01015,Broadbalk,1984,potatoes,16/07/1984,,Fentin hydroxide with the insecticide applied,,,
RBK01016,Broadbalk,1984,potatoes,30/07/1984,,Fentin hydroxide applied,,,
RBK01017,Broadbalk,1984,potatoes,13/08/1984,,Fentin hydroxide applied,,,
RBK01018,Broadbalk,1984,potatoes,28/08/1984,,Fentin hydroxide applied,,,
RBK01019,Broadbalk,1984,potatoes,04/09/1984,,Lifted,,,
RBK01020,Broadbalk,1985,all sections,18/09/1984,,"Kieserite, sulphate of soda, castor meal applied",,,
RBK01021,Broadbalk,1985,all sections,28/09/1984,,"Sulphate of potash, superphosphate applied",,,
RBK01022,Broadbalk,1985,all sections,01/10/1984,,"FYM applied, ploughed",,,
RBK01023,Broadbalk,1985,all sections,16/10/1984,,Spring-tine cultivated,,,
RBK01024,Broadbalk,1985,fallow sections,02/05/1985,,Ploughed,,,
RBK01025,Broadbalk,1985,fallow sections,16/05/1985,,Spring-tine cultivated,,,
RBK01026,Broadbalk,1985,fallow sections,15/07/1985,,Ploughed,,,
RBK01027,Broadbalk,1985,fallow sections,02/08/1985,,Spring-tine cultivated,,,
RBK01028,Broadbalk,1985,potatoes,03/09/1984,,Haulm mechanically destroyed,,,
RBK01029,Broadbalk,1985,potatoes,05/09/1984,,Haulm desiccant applied,,,
RBK01030,Broadbalk,1985,potatoes,24/04/1985,,planted,,,
RBK01031,Broadbalk,1985,potatoes,17/05/1985,,Weedkillers applied,,,
RBK01032,Broadbalk,1985,potatoes,20/06/1985,,Mancozeb applied,,,
RBK01033,Broadbalk,1985,potatoes,03/07/1985,,Mancozeb with the insecticide applied,,,
RBK01034,Broadbalk,1985,potatoes,23/07/1985,,Mancozeb with the insecticide applied,,,
RBK01035,Broadbalk,1985,potatoes,06/08/1985,,Mancozeb applied,,,
RBK01036,Broadbalk,1985,potatoes,21/08/1985,,Fentin hydroxide applied,,,
RBK01037,Broadbalk,1985,potatoes,17/09/1985,,Lifted,,,
RBK01038,Broadbalk,1985,winter wheat,06/09/1984,,combine harvested,,,
RBK01039,Broadbalk,1985,winter wheat,08/09/1984,,"Chalk to sections 1, 2, 3",,,
RBK01040,Broadbalk,1985,winter wheat,28/09/1984,,autumn N treatments applied,,,
RBK01041,Broadbalk,1985,winter wheat,31/10/1984,,"rotary harrowed, seed sown",,,
RBK01042,Broadbalk,1985,winter wheat,10/04/1985,,Weedkillers applied (except sections 8),,,
RBK01043,Broadbalk,1985,winter wheat,18/04/1985,,spring N treatments applied,,,
RBK01044,Broadbalk,1985,winter wheat,19/04/1985,,"Prochloraz, carbendazim with the growth regulator applied (except to sections 6)",,,
RBK01045,Broadbalk,1985,winter wheat,14/06/1985,,"Fenpropimorph, captafol applied (except sections 6)",,,
RBK01046,Broadbalk,1985,winter wheat,02/07/1985,,"Propiconazole, Sept' applied (except sections 6)",,,
RBK01047,Broadbalk,1985,winter wheat,17/07/1985,,Insecticide applied (except sections 6),,,
RBK01048,Broadbalk,1986,all sections,23/09/1985,,"Superphosphate, sulphate of potash, sulphate of soda, castor meal applied",,,
RBK01049,Broadbalk,1986,all sections,24/09/1985,,Kieserite applied,,,
RBK01050,Broadbalk,1986,all sections,25/09/1985,,FYM applied,,,
RBK01051,Broadbalk,1986,all sections,26/09/1985,,Ploughed,,,
RBK01052,Broadbalk,1986,all sections,30/09/1985,,Rotary harrowed,,,
RBK01053,Broadbalk,1986,fallow sections,13/05/1986,,Spring-tine cultivated,,,
RBK01054,Broadbalk,1986,fallow sections,06/06/1986,,Spring-tine cultivated,,,
RBK01055,Broadbalk,1986,fallow sections,19/06/1986,,Spring-tine cultivated,,,
RBK01056,Broadbalk,1986,fallow sections,04/07/1986,,cultivated with thistle bar,,,
RBK01057,Broadbalk,1986,fallow sections,28/07/1986,,Spring-tine cultivated,,,
RBK01058,Broadbalk,1986,fallow sections,22/08/1986,,cultivated with thistle bar,,,
RBK01059,Broadbalk,1986,potatoes,15/09/1985,,Haulm mechanically destroyed,,,
RBK01060,Broadbalk,1986,potatoes,07/05/1986,,planted,,,
RBK01061,Broadbalk,1986,potatoes,30/05/1986,,Weedkiller applied,,,
RBK01062,Broadbalk,1986,potatoes,30/06/1986,,Mancozeb applied,,,
RBK01063,Broadbalk,1986,potatoes,14/07/1986,,Mancozeb applied,,,
RBK01064,Broadbalk,1986,potatoes,28/07/1986,,Mancozeb with insecticide applied,,,
RBK01065,Broadbalk,1986,potatoes,12/08/1986,,Mancozeb with insecticide applied,,,
RBK01066,Broadbalk,1986,potatoes,29/08/1986,,Haulm desiccant applied,,,
RBK01067,Broadbalk,1986,potatoes,16/09/1986,,Lifted,,,
RBK01068,Broadbalk,1986,winter wheat,02/09/1985,,combine harvested,,,
RBK01069,Broadbalk,1986,winter wheat,19/09/1985,,"Chalk to sections 6, 7, 8, 9",,,
RBK01070,Broadbalk,1986,winter wheat,23/09/1985,,autumn N treatments applied,,,
RBK01071,Broadbalk,1986,winter wheat,03/10/1985,,"rotary harrowed, seed sown",,,
RBK01072,Broadbalk,1986,winter wheat,31/10/1985,,Insecticide applied (to sections 4 only),,,
RBK01073,Broadbalk,1986,winter wheat,28/04/1986,,Weedkillers applied (except sections 8),,,
RBK01074,Broadbalk,1986,winter wheat,01/05/1986,,"Prochloraz, carbendazim with the growth regulator applied (except to sections 6)",,,
RBK01075,Broadbalk,1986,winter wheat,02/05/1986,,spring N treatments applied,,,
RBK01076,Broadbalk,1986,winter wheat,16/06/1986,,"Fenpropimorph, captafol applied (except sections 6)",,,
RBK01077,Broadbalk,1986,winter wheat,01/07/1986,,"Propiconazole, Sept' applied (except sections 6)",,,
RBK01078,Broadbalk,1987,all sections,19/09/1986,,"Kieserite, sulphate of soda, castor meal applied",,,
RBK01079,Broadbalk,1987,all sections,22/09/1986,,Sulphate of potash applied,,,
RBK01080,Broadbalk,1987,all sections,06/10/1986,,Superphosphate applied,,,
RBK01081,Broadbalk,1987,all sections ,08/10/1986,,FYM applied,,,
RBK01082,Broadbalk,1987,all sections ,08/10/1986,,"Ploughed, disced, rotary harrowed",,,
RBK01083,Broadbalk,1987,fallow sections,17/02/1987,,Heavy spring-tine cultivated,,,
RBK01084,Broadbalk,1987,fallow sections,27/04/1987,,Rotary harrowed,,,
RBK01085,Broadbalk,1987,fallow sections,28/04/1987,,Deep-tine cultivated,,,
RBK01086,Broadbalk,1987,fallow sections,29/04/1987,,Spring-tine cultivated,,,
RBK01087,Broadbalk,1987,fallow sections,22/06/1987,,glyphosate applied,,,
RBK01088,Broadbalk,1987,fallow sections,30/06/1987,,Heavy spring-tine cultivated,,,
RBK01089,Broadbalk,1987,fallow sections,17/08/1987,,glyphosate applied,,,
RBK01090,Broadbalk,1987,potatoes,04/09/1986,,Haulm desiccant applied,,,
