experiment,year,cropped section,new start date,new end date,operation,sections,method,operation type,flag,intensity,Amount,Units,water,water unit,variety,dressing,machine,orig_operation
Broadbalk,1986,potatoes,12/08/1986,,Mancozeb,,,chemical pest control process,3,,1.4,kg/ha,200,l/ha,,,,mancozeb at 1.4 kg in 200 l
Broadbalk,1986,potatoes,12/08/1986,,Pirimicarb,,,chemical pest control process,3,,0.14,kg/ha,200,l/ha,,,,primicarb at 0.14 kg in 200 l
Broadbalk,1986,potatoes,29/08/1986,,Haulm desiccant applied,,,residue management process,3,,,,,,,,,Haulm desiccant applied
Broadbalk,1986,winter wheat,19/09/1985,,chalk applied,"sections 6, 7, 8, 9",,liming process,3,,,,,,,,,"Chalk to sections 6, 7, 8, 9"
Broadbalk,1986,winter wheat,31/10/1985,,Chlorfenvinphos,(to sections 4 only),,chemical pest control process,3,,1,kg/ha,200,l/ha,,,,Chlorfenvinphos at 1.0 kg in 200 1.
Broadbalk,1986,winter wheat,28/04/1986,,Isoproturon,(except sections 8),sprayed,chemical pest control process,3,,2,kg/ha,200,l/ha,,,,"Isoproturon at 2.0 kg with clopyralid at 0.07 kg, bromoxynil octanoate at 0.34 kg and mecoprop at 2.5 kg in 200 1."
Broadbalk,1986,winter wheat,28/04/1986,,clopyralid,(except sections 8),sprayed,chemical pest control process,3,,0.07,kg/ha,200,l/ha,,,,
Broadbalk,1986,winter wheat,28/04/1986,,bromoxynil octanoate,(except sections 8),sprayed,chemical pest control process,3,,0.34,kg/ha,200,l/ha,,,,
Broadbalk,1986,winter wheat,28/04/1986,,mecoprop,(except sections 8),sprayed,chemical pest control process,3,,2.5,kg/ha,200,l/ha,,,,
Broadbalk,1986,winter wheat,01/05/1986,,Prochloraz,(except to sections 6),sprayed,chemical pest control process,3,,0.4,kg/ha,200,l/ha,,,,Prochloraz at 0.40 kg and carbendazim at 0.15 kg with Chlormequat chloride at 1.3 kg in 200 l
Broadbalk,1986,winter wheat,01/05/1986,,carbendazim,(except to sections 6),sprayed,chemical pest control process,3,,0.15,kg/ha,200,l/ha,,,,
Broadbalk,1986,winter wheat,01/05/1986,,Chlormequat chloride,(except to sections 6),sprayed,chemical pest control process,3,,1.3,kg/ha,200,l/ha,,,,
Broadbalk,1986,winter wheat,16/06/1986,,captafol,(except sections 6),,chemical pest control process,3,,1.4,kg/ha,200,l/ha,,,,captafol at 1.4 kg in 200 1.
Broadbalk,1986,winter wheat,16/06/1986,,Fenpropimorph,(except sections 6),,chemical pest control process,3,,0.75,kg/ha,200,l/ha,,,,Fenpropimorph at 0.75 kg in 200 1.
Broadbalk,1986,winter wheat,01/07/1986,,Propiconazole,(except sections 6),sprayed,chemical pest control process,3,,0.12,kg/ha,200,l/ha,,,,propiconazole at 0.12 kg with carbendazim and maneb as 'Septal' at 2.5 kg in 200 l
Broadbalk,1986,winter wheat,01/07/1986,,"carbendazim, maneb as Septal",(except sections 6),sprayed,chemical pest control process,3,,2.5,kg/ha,200,l/ha,,,,
Broadbalk,1987,fallow sections,22/06/1987,,glyphosate,,,chemical pest control process,3,,1.4,kg/ha,200,l/ha,,,,glyphosate at 1.4 kg in 200 1 on two occasions.
Broadbalk,1987,fallow sections,17/08/1987,,glyphosate,,,chemical pest control process,3,,1.4,kg/ha,200,l/ha,,,,glyphosate at 1.4 kg in 200 1 on two occasions.
Broadbalk,1987,potatoes,04/09/1986,,Haulm desiccant applied,,,residue management process,3,,,,,,,,,Haulm desiccant applied
Broadbalk,1987,potatoes,30/04/1987,,Linuron,,,chemical pest control process,3,,1.6 kg,kg/ha,500,l/ha,,,,Linuron
Broadbalk,1987,potatoes,24/06/1987,,Mancozeb,,,chemical pest control process,3,,1.4,kg/ha,,,,,,mancozeb at 1.4 kg 200 1
Broadbalk,1987,potatoes,08/07/1987,,Mancozeb,,,chemical pest control process,3,,1.4,kg/ha,,,,,,mancozeb at 1.4 kg 200 1
Broadbalk,1987,potatoes,08/07/1987,,Pirimicarb,,,chemical pest control process,3,,0.14,kg/ha,,,,,,pirimicarb at 0.14 kg
Broadbalk,1987,potatoes,28/07/1987,,Mancozeb,,,chemical pest control process,3,,1.4,kg/ha,,,,,,mancozeb at 1.4 kg 200 1
Broadbalk,1987,potatoes,10/08/1987,,Mancozeb,,,chemical pest control process,3,,1.4,kg/ha,,,,,,mancozeb at 1.4 kg 200 1
Broadbalk,1987,potatoes,28/08/1987,,Fentin hydroxide,,,chemical pest control process,3,,0.28,kg/ha,200,l/ha,,,,Fentin hydroxide at 0.28 kg in 200 l
Broadbalk,1987,winter wheat,26/09/1986,,chalk applied," sections 0, 4, 5",,liming process,3,,,,,,,,,"Chalk applied sections 0, 4, 5"
Broadbalk,1987,winter wheat,17/10/1986,,Methabenzthiazuron,(except sections 8),,chemical pest control process,3,,3.2,kg/ha,200,l/ha,,,,Methabenzthiazuron at 3.2 kg in 200 l.
Broadbalk,1987,winter wheat,15/04/1987,,clopyralid,(except sections 8),sprayed,chemical pest control process,3,,0.07,kg/ha,200,l/ha,,,,"Clopyralid at 0.07 kg, bromoxynil at 0,34 kg and mecoprop at 2.5 kg in 200 1."
Broadbalk,1987,winter wheat,15/04/1987,,bromoxynil,(except sections 8),sprayed,chemical pest control process,3,,0.34,kg/ha,200,l/ha,,,,
Broadbalk,1987,winter wheat,15/04/1987,,mecoprop,(except sections 8),sprayed,chemical pest control process,3,,2.5,kg/ha,200,l/ha,,,,
Broadbalk,1987,winter wheat,06/05/1987,,Prochloraz,(except to sections 6),sprayed,chemical pest control process,3,,0.4,kg/ha,200,l/ha,,,,Prochloraz at 0.40 kg and carbendazim at 0.15 kg with Chlormequat chloride at 1.3 kg in 200 l
Broadbalk,1987,winter wheat,06/05/1987,,carbendazim,(except to sections 6),sprayed,chemical pest control process,3,,0.15,kg/ha,200,l/ha,,,,
Broadbalk,1987,winter wheat,06/05/1987,,Chlormequat chloride,(except to sections 6),sprayed,chemical pest control process,3,,1.3,kg/ha,200,l/ha,,,,
Broadbalk,1987,winter wheat,16/06/1987,,Chlorothalonil,(except to sections 6),,chemical pest control process,3,,1,kg/ha,200,l/ha,,,,Chlorothalonil at 1.0 kg in 200 l
Broadbalk,1987,winter wheat,16/06/1987,,Fenpropimorph,(except sections 6),,chemical pest control process,3,,0.75,kg/ha,200,l/ha,,,,fenpropimorph at 0.75 kg in 200 l
Broadbalk,1987,winter wheat,10/07/1987,,Propiconazole,(except sections 6),,chemical pest control process,3,,0.12,kg/ha,200,l/ha,,,,propiconazole at 0.12 kg in 200 l
Broadbalk,1987,winter wheat,10/07/1987,,carbendazim,(except sections 6),,chemical pest control process,3,,0.25,kg/ha,200,l/ha,,,,carbendazim at 0.25 kg in 200 l
Broadbalk,1987,winter wheat,10/07/1987,,maneb,(except sections 6),,chemical pest control process,3,,1.6,kg/ha,200,l/ha,,,,maneb at 1.6 kg in 200 l
Broadbalk,1988,winter wheat,06/05/1988,,Diclofop-methyl,"sections 0,1,2,3 and plots 01,21,22 and 03 of sections 5 and 6",sprayed,chemical pest control process,3,,1.1,kg/ha,260,l/ha,,,,Diclofop-methyl at 1.1 kg with fluroxypyr at 0.15 kg in 260 1.
Broadbalk,1988,winter wheat,06/05/1988,,Fluroxypyr,"sections 0,1,2,3 and plots 01,21,22 and 03 of sections 5 and 6",sprayed,chemical pest control process,3,,0.15,kg/ha,260,l/ha,,,,
Broadbalk,1988,potatoes,05/05/1988,,Linuron,,,chemical pest control process,3,,1.6 kg,kg/ha,260,l/ha,,,,Linuron
Broadbalk,1988,potatoes,15/06/1988,,Mancozeb,,,chemical pest control process,3,,1.4,kg/ha,,,,,,mancozeb at 1.4 kg
Broadbalk,1988,potatoes,15/06/1988,,Pirimicarb,,,chemical pest control process,3,,0.14,kg/ha,,,,,,pirimicarb at 0.14 kg
Broadbalk,1988,potatoes,30/06/1988,,Mancozeb,,,chemical pest control process,3,,1.4,kg/ha,,,,,,mancozeb at 1.4 kg
Broadbalk,1988,potatoes,30/06/1988,,Pirimicarb,,,chemical pest control process,3,,0.14,kg/ha,,,,,,pirimicarb at 0.14 kg
Broadbalk,1988,potatoes,08/07/1988,,Manganese zinc ethylene bisdithiocarbamate,,,chemical pest control process,3,,1.4,kg/ha,200,l/ha,,,,Manganese zinc ethylene bisdithiocarbamate at 1.4 kg in 200 1.
Broadbalk,1988,potatoes,18/07/1988,,Mancozeb,,,chemical pest control process,3,,1.4,kg/ha,,,,,,mancozeb at 1.4 kg
Broadbalk,1988,potatoes,01/08/1988,,Mancozeb,,,chemical pest control process,3,,1.4,kg/ha,,,,,,mancozeb at 1.4 kg
Broadbalk,1988,potatoes,15/08/1988,,Mancozeb,,,chemical pest control process,3,,1.4,kg/ha,,,,,,mancozeb at 1.4 kg
Broadbalk,1988,potatoes,30/08/1988,,Fentin hydroxide,,,chemical pest control process,3,,0.27,kg/ha,200,l/ha,,,,Fentin hydroxide at 0.27 kg in 200 1.
Broadbalk,1988,winter wheat,26/04/1988,,Fluroxypyr,(except to sections 6),sprayed,chemical pest control process,3,,0.2,kg/ha,200,l/ha,,,,Fluroxypyr at 0.20 kg with clopyralid at 0.07 kg and bromoxynil at 0.34 kg in 200 1.
Broadbalk,1988,winter wheat,26/04/1988,,clopyralid,(except to sections 6),sprayed,chemical pest control process,3,,0.07,kg/ha,200,l/ha,,,,
Broadbalk,1988,winter wheat,26/04/1988,,bromoxynil,(except to sections 6),sprayed,chemical pest control process,3,,0.34,kg/ha,200,l/ha,,,,
Broadbalk,1988,winter wheat,06/05/1988,,Prochloraz,(except to sections 6),sprayed,chemical pest control process,3,,0.4,kg/ha,200,l/ha,,,,Prochloraz at 0.40 kg and carbendazim at 0.15 kg with Chlormequat chloride at 1.3 kg in 200 l
Broadbalk,1988,winter wheat,06/05/1988,,carbendazim,(except to sections 6),sprayed,chemical pest control process,3,,0.15,kg/ha,200,l/ha,,,,
Broadbalk,1988,winter wheat,06/05/1988,,Chlormequat chloride,(except to sections 6),sprayed,chemical pest control process,3,,1.3,kg/ha,200,l/ha,,,,
Broadbalk,1988,winter wheat,06/06/1988,,Propiconazole,(except to sections 6),sprayed,chemical pest control process,3,,0.12,kg/ha,200,l/ha,,,,Propiconazole with tridemorph and pirimicarb
Broadbalk,1988,winter wheat,06/06/1988,,tridemorph,(except to sections 6),sprayed,chemical pest control process,3,,0.25,kg/ha,200,l/ha,,,,
Broadbalk,1988,winter wheat,06/06/1988,,Pirimicarb,(except to sections 6),sprayed,chemical pest control process,3,,0.14,kg/ha,200,l/ha,,,,
Broadbalk,1988,winter wheat,23/06/1988,,Propiconazole,(except to sections 6),,chemical pest control process,3,,0.12,kg/ha,200,l/ha,,,,propiconazole at 0.12 kg in 200 l
Broadbalk,1988,winter wheat,23/06/1988,,maneb,(except to sections 6),,chemical pest control process,3,,1.6,kg/ha,200,l/ha,,,,maneb at 1.6 kg in 200 l
Broadbalk,1988,winter wheat,23/06/1988,,carbendazim,(except to sections 6),,chemical pest control process,3,,0.25,kg/ha,200,l/ha,,,,carbendazim at 0.25 kg in 200 l
Broadbalk,1989,potatoes,17/07/1989,,Mancozeb,,,chemical pest control process,3,,1.4,kg/ha,200,l/ha,,,,mancozeb at 1.4 kg in 200 l
Broadbalk,1989,fallow sections,20/09/1988,,glyphosate,,,chemical pest control process,3,,1.4,kg/ha,200,l/ha,,,,glyphosate at 1.4 kg in 200 l
Broadbalk,1989,potatoes,31/05/1989,,Metribuzin,,,chemical pest control process,3,,1,kg/ha,300,l/ha,,,,Metribuzin at 1.0 kg in 300 1.
Broadbalk,1989,potatoes,03/07/1989,,Mancozeb,,,chemical pest control process,3,,1.4,kg/ha,200,l/ha,,,,mancozeb at 1.4 kg in 200 l
Broadbalk,1989,potatoes,28/07/1989,,Mancozeb,,,chemical pest control process,3,,1.4,kg/ha,200,l/ha,,,,mancozeb at 1.4 kg in 200 l
Broadbalk,1989,potatoes,14/08/1989,,Mancozeb,,,chemical pest control process,3,,1,kg/ha,200,l/ha,,,,mancozeb at 1.0 kg in 200 l
Broadbalk,1989,potatoes,30/08/1989,,Fentin hydroxide,,,chemical pest control process,3,,0.27,kg/ha,260,l/ha,,,,"Fentin hydroxide at 0.27 kg in 260 1,"
Broadbalk,1989,winter wheat,20/09/1988,,glyphosate,"(except to sections 2, 8)",,chemical pest control process,3,,1.4,kg/ha,200,l/ha,,,,glyphosate at 1.4 kg in 200 l
Broadbalk,1989,winter wheat,11/10/1988,,chalk applied," sections 1, 3",,liming process,3,,,,,,,,,"Chalk applied sections 1, 3"
Broadbalk,1989,winter wheat,15/11/1988,,Isoproturon,,,chemical pest control process,3,,2.5,kg/ha,200,l/ha,,,,Isoproturon at 2.5 kg in 200 1
Broadbalk,1989,winter wheat,19/04/1989,,Prochloraz,(except to sections 6),sprayed,chemical pest control process,3,,0.4,kg/ha,200,l/ha,,,,Prochloraz at 0.40 kg and carbendazim at 0.15 kg with Chlormequat chloride at 1.6 kg in 200 1.
Broadbalk,1989,winter wheat,19/04/1989,,carbendazim,(except to sections 6),sprayed,chemical pest control process,3,,0.15,kg/ha,200,l/ha,,,,
Broadbalk,1989,winter wheat,19/04/1989,,Chlormequat chloride,(except to sections 6),sprayed,chemical pest control process,3,,1.6,kg/ha,200,l/ha,,,,
Broadbalk,1989,winter wheat,05/05/1989,,mecoprop,(except to sections 8),sprayed,chemical pest control process,3,,2.2,kg/ha,200,l/ha,,,,"mecoprop at 2.2 kg, bromoxynil at 0.28 kg and ioxynil at 0.28 kg with isoproturon at 2.1 kg in 200 1 ("
Broadbalk,1989,winter wheat,05/05/1989,,bromoxynil,(except to sections 8),sprayed,chemical pest control process,3,,0.28,kg/ha,200,l/ha,,,,
Broadbalk,1989,winter wheat,05/05/1989,,Ioxynil,(except to sections 8),sprayed,chemical pest control process,3,,0.28,kg/ha,200,l/ha,,,,
Broadbalk,1989,winter wheat,05/05/1989,,Isoproturon,(except to sections 8),sprayed,chemical pest control process,3,,2.1,kg/ha,200,l/ha,,,,
Broadbalk,1989,winter wheat,31/05/1989,,Fenpropimorph,(except to sections 6),,chemical pest control process,3,,0.56,kg/ha,200,l/ha,,,,Fenpropimorph at 0.56 kg in 200 l
Broadbalk,1989,winter wheat,31/05/1989,,Chlorothalonil,(except sections 6),,chemical pest control process,3,,0.75,kg/ha,200,l/ha,,,,chlorothalonil at 0.75 kg in 200 1.
Broadbalk,1989,winter wheat,20/06/1989,,Propiconazole,(except sections 6),,chemical pest control process,3,,0.12,kg/ha,200,l/ha,,,,propiconazole at 0.12 kg in 200 l
Broadbalk,1989,winter wheat,20/06/1989,,carbendazim,(except sections 6),,chemical pest control process,3,,0.25,kg/ha,200,l/ha,,,,carbendazim at 0.25 kg in 200 l
Broadbalk,1989,winter wheat,20/06/1989,,maneb,(except sections 6),,chemical pest control process,3,,1.6,kg/ha,200,l/ha,,,,maneb at 1.6 kg in 200 l
Broadbalk,1990,fallow sections,29/08/1990,,glyphosate,,,chemical pest control process,3,,1.4,kg/ha,200,l/ha,,,,glyphosate at 1.4 kg in 200 l
Broadbalk,1990,potatoes,06/04/1990,,Linuron,,,chemical pest control process,3,,1.6 kg,kg/ha,200,l/ha,,,,Linuron
Broadbalk,1990,potatoes,15/06/1990,,maneb,,,chemical pest control process,3,,0.96,kg/ha,200,l/ha,,,,maneb at 0.96 kg in 200 ml.
Broadbalk,1990,potatoes,15/06/1990,,zinc oxide,,,chemical pest control process,3,,0.022,kg/ha,200,l/ha,,,,zinc oxide at 0.022 kg in 200 1
Broadbalk,1990,potatoes,15/06/1990,,demeton-s-methyl,,,chemical pest control process,3,,0.24,kg/ha,200,l/ha,,,,demeton-s-methyl at 0.24 kg in 200 1.
Broadbalk,1990,potatoes,29/06/1990,,Mancozeb,,,chemical pest control process,3,,1,kg/ha,200,l/ha,,,,mancozeb at 1.0 kg in 200 l
Broadbalk,1990,potatoes,13/07/1990,,Mancozeb,,,chemical pest control process,3,,1,kg/ha,200,l/ha,,,,mancozeb at 1.0 kg in 200 l
Broadbalk,1990,potatoes,27/07/1990,,maneb,,,chemical pest control process,3,,0.96,kg/ha,200,l/ha,,,,maneb at 0.96 kg in 200 l
Broadbalk,1990,potatoes,27/07/1990,,zinc oxide,,,chemical pest control process,3,,0.022,kg/ha,200,l/ha,,,,zinc oxide at 0.022 kg in 200 l
Broadbalk,1990,potatoes,27/07/1990,,wetting agent Bond,,,chemical pest control process,3,,0.2,l/ha,200,l/ha,,,,wetting agent Bond at 0.20 l in 200 l
Broadbalk,1990,potatoes,13/08/1990,,Fentin hydroxide,,,chemical pest control process,3,,0.27,kg/ha,200,l/ha,,,,Fentin hydroxide at 0.27 kg in 200 1 on two occasions.
Broadbalk,1990,potatoes,28/08/1990,,Fentin hydroxide,,,chemical pest control process,3,,0.27,kg/ha,200,l/ha,,,,Fentin hydroxide at 0.27 kg in 200 1 on two occasions.
Broadbalk,1990,potatoes,29/08/1990,,glyphosate,,,chemical pest control process,3,,1.4,kg/ha,200,l/ha,,,,glyphosate at 1.4 kg in 200 l
Broadbalk,1990,winter wheat,13/09/1989,,chalk applied," sections 2, 8",,liming process,3,,,,,,,,,"Chalk applied sections 2, 8"
Broadbalk,1990,winter wheat,17/11/1989,,Isoproturon,(except to sections 8),sprayed,chemical pest control process,3,,1.7,kg/ha,200,l/ha,,,,Isoproturon at 1.7 kg with mecoprop at 2.0 kg in 200 1 (
Broadbalk,1990,winter wheat,17/11/1989,,mecoprop,(except to sections 8),sprayed,chemical pest control process,3,,2,kg/ha,200,l/ha,,,,
Broadbalk,1990,winter wheat,24/04/1990,,Prochloraz,(except to sections 6),sprayed,chemical pest control process,3,,0.4,kg/ha,200,l/ha,,,,Prochloraz at 0.40 kg with Chlormequat chloride at 1.6 kg in 200 l
Broadbalk,1990,winter wheat,24/04/1990,,Chlormequat chloride,(except to sections 6),sprayed,chemical pest control process,3,,1.6,kg/ha,200,l/ha,,,,
Broadbalk,1990,winter wheat,25/04/1990,,mecoprop," sections 0, 1, 2, 3 and separately to sections 6, 7, 9",sprayed,chemical pest control process,3,,2.2,kg/ha,200,l/ha,,,,"mecoprop at 2.2 kg, bromoxynil at 0.28 kg and ioxynil at 0.28 kg in 200 1"
Broadbalk,1990,winter wheat,25/04/1990,,bromoxynil," sections 0, 1, 2, 3 and separately to sections 6, 7, 9",sprayed,chemical pest control process,3,,0.28,kg/ha,200,l/ha,,,,
Broadbalk,1990,winter wheat,25/04/1990,,Ioxynil," sections 0, 1, 2, 3 and separately to sections 6, 7, 9",sprayed,chemical pest control process,3,,0.28,kg/ha,200,l/ha,,,,
Broadbalk,1990,winter wheat,17/05/1990,,Chlorothalonil,(except to sections 8),,chemical pest control process,3,,1,kg/ha,200,l/ha,,,,Chlorothalonil at 1.0 kg in 200 l
Broadbalk,1990,winter wheat,17/05/1990,,Fenpropimorph,(except sections 6),,chemical pest control process,3,,0.75,kg/ha,200,l/ha,,,,fenpropimorph at 0.75 kg in 200 l
Broadbalk,1990,winter wheat,14/06/1990,,Propiconazole,(except to sections 6),,chemical pest control process,3,,0.12,kg/ha,200,l/ha,,,,propiconazole at 0.12 kg in 200 l
Broadbalk,1990,winter wheat,14/06/1990,,maneb,(except to sections 6),,chemical pest control process,3,,1.6,kg/ha,200,l/ha,,,,maneb at 1.6 kg in 200 l
Broadbalk,1990,winter wheat,14/06/1990,,carbendazim,(except to sections 6),,chemical pest control process,3,,0.25,kg/ha,200,l/ha,,,,carbendazim at 0.25 kg in 200 l
Broadbalk,1990,winter wheat,29/08/1990,,glyphosate,"(except to sections 7, 8)",,chemical pest control process,3,,1.4,kg/ha,200,l/ha,,,,glyphosate at 1.4 kg in 200 l
Broadbalk,1991,fallow sections,12/07/1991,,glyphosate," sections 0, 1, 2, 3 and separately to sections 6, 7, 9",sprayed,chemical pest control process,3,,2.2,kg/ha,200,l/ha,,,,glyphosate at 2.2 kg with a wetting agent MAFF Adjuvant no. 0004 at 2.9 l at 150 l
Broadbalk,1991,fallow sections,12/07/1991,,wetting agent MAFF Adjuvant no. 0004," sections 0, 1, 2, 3 and separately to sections 6, 7, 9",sprayed,chemical pest control process,3,,2.9,l/ha,200,l/ha,,,,
Broadbalk,1991,potatoes,11/09/1990,,glyphosate,,,chemical pest control process,3,,1.4,kg/ha,200,l/ha,,,,glyphosate at 1.4 kg in 200 l
Broadbalk,1991,potatoes,21/05/1991,,Linuron,,,chemical pest control process,3,,1.6 kg,kg/ha,200,l/ha,,,,Linuron
Broadbalk,1991,potatoes,01/07/1991,,maneb,,,chemical pest control process,3,,0.96,kg/ha,200,l/ha,,,,maneb at 0.96 kg in 200 l
Broadbalk,1991,potatoes,01/07/1991,,zinc oxide,,,chemical pest control process,3,,22,g/ha,200,l/ha,,,,zinc oxide at 22 g in 200 1
Broadbalk,1991,potatoes,01/07/1991,,wetting agent Bond,,,chemical pest control process,3,,0.2,l/ha,,,,,,"wetting agent, 'Bond' at 0.20 1"
Broadbalk,1991,potatoes,10/07/1991,,maneb,,,chemical pest control process,3,,0.96,kg/ha,200,l/ha,,,,maneb at 0.96 kg in 200 l
Broadbalk,1991,potatoes,10/07/1991,,zinc oxide,,,chemical pest control process,3,,22,g/ha,200,l/ha,,,,zinc oxide at 22 g in 200 1
Broadbalk,1991,potatoes,10/07/1991,,Pirimicarb,,,chemical pest control process,3,,0.14,kg/ha,,,,,,pirimicarb at 0.14 kg
Broadbalk,1991,potatoes,22/07/1991,,maneb,,,chemical pest control process,3,,0.96,kg/ha,200,l/ha,,,,maneb at 0.96 kg in 200 l
Broadbalk,1991,potatoes,22/07/1991,,zinc oxide,,,chemical pest control process,3,,22,g/ha,200,l/ha,,,,zinc oxide at 22 g in 200 1
Broadbalk,1991,potatoes,22/07/1991,,wetting agent Bond,,,chemical pest control process,3,,0.2,l/ha,,,,,,"wetting agent, 'Bond' at 0.20 1"
Broadbalk,1991,potatoes,01/08/1991,,Mancozeb,,,chemical pest control process,3,,1.4,kg/ha,200,l/ha,,,,mancozeb at 1.4 kg in 200 l
Broadbalk,1991,potatoes,01/08/1991,,wetting agent Bond,,,chemical pest control process,3,,0.2,l/ha,200,l/ha,,,,wetting agent Bond at 0.20 l in 200 l
Broadbalk,1991,potatoes,12/08/1991,,Fentin hydroxide,,,chemical pest control process,3,,0.27,kg/ha,200,l/ha,,,,Fentin hydroxide at 0.27 kg in 200 l
Broadbalk,1991,potatoes,12/08/1991,,wetting agent Nu-film P,,,chemical pest control process,3,,0.18,l/ha,200,l/ha,,,,"wetting agent, 'Nu-film P' at 0.18 1, in 200 1."
Broadbalk,1991,winter wheat,27/09/1990,,chalk applied," sections 7, 9",,liming process,3,,,,,,,,,"Chalk applied sections 7, 9"
Broadbalk,1991,winter wheat,21/11/1990,,Diflufenican,(except to sections 8),,chemical pest control process,3,,0.12,kg/ha,200,l/ha,,,,Diflufenican at 0.12 kg in 200 l
Broadbalk,1991,winter wheat,21/11/1990,,Isoproturon,(except sections 6),,chemical pest control process,3,,2.2,kg/ha,200,l/ha,,,,isoproturon at 2.2 kg in 200 1
Broadbalk,1991,winter wheat,24/04/1991,,Prochloraz,(except to sections 6),sprayed,chemical pest control process,3,,0.4,kg/ha,200,l/ha,,,,Prochloraz at 0.40 kg with Chlormequat chloride at 1.6 kg in 200 l
Broadbalk,1991,winter wheat,24/04/1991,,Chlormequat chloride,(except to sections 6),sprayed,chemical pest control process,3,,1.6,kg/ha,200,l/ha,,,,
Broadbalk,1991,winter wheat,20/06/1991,,Propiconazole,(except to sections 6),sprayed,chemical pest control process,3,,0.12,kg/ha,200,l/ha,,,,propiconazole at 0.12 kg with chlorothalonil at 0.50 kg in 200 1.
Broadbalk,1991,winter wheat,20/06/1991,,Chlorothalonil,(except to sections 6),sprayed,chemical pest control process,3,,0.5,kg/ha,200,l/ha,,,,
Broadbalk,1991,winter wheat,02/07/1991,,Fenpropimorph,(except to sections 6),,chemical pest control process,3,,0.75,kg/ha,200,l/ha,,,,Fenpropimorph at 0.75 kg in 200 1.
Broadbalk,1991,winter wheat,12/08/1991,,glyphosate,(except to sections 8),sprayed,chemical pest control process,3,,2.2,kg/ha,200,l/ha,,,,glyphosate at 2.2 kg with a wetting agent MAFF Adjuvant no. 0004 at 2.9 l at 150 l
Broadbalk,1991,winter wheat,12/08/1991,,wetting agent MAFF Adjuvant no. 0004,(except to sections 8),sprayed,chemical pest control process,3,,2.9,l/ha,200,l/ha,,,,
Broadbalk,1991,winter wheat,23/08/1991,,glyphosate,"(except to sections 4, 8)",,chemical pest control process,3,,1.4,kg/ha,200,l/ha,,,,glyphosate at 1.4 kg in 200 l
Broadbalk,1992,potatoes,13/05/1992,,Rotalin,,,chemical pest control process,3,,5.5,l/ha,400,l/ha,,,,Rotalin at 5.5 l in 400 l
Broadbalk,1992,potatoes,22/06/1992,,Manex,(except to sections 8),sprayed,chemical pest control process,3,,2,l/ha,200,l/ha,,,,Manex at 2.0 l with Nu Pilm P at 0.18 l in 200 l
Broadbalk,1992,potatoes,22/06/1992,,Nu Pilm P,(except to sections 8),sprayed,chemical pest control process,3,,0.18,l/ha,200,l/ha,,,,
Broadbalk,1992,potatoes,08/07/1992,,Manex,(except to sections 8),sprayed,chemical pest control process,3,,2,l/ha,200,l/ha,,,,Manex at 2.0 l and Aphox at 0.28 kg with Nu Film P at 0.18 l in 200 l
Broadbalk,1992,potatoes,08/07/1992,,Aphox,(except to sections 8),sprayed,chemical pest control process,3,,0.28,kg/ha,200,l/ha,,,,
Broadbalk,1992,potatoes,08/07/1992,,Nu Pilm P,(except to sections 8),sprayed,chemical pest control process,3,,0.18,l/ha,200,l/ha,,,,
Broadbalk,1992,potatoes,16/07/1992,,Manex,(except to sections 8),sprayed,chemical pest control process,3,,2,l/ha,200,l/ha,,,,Manex at 2.0 l with Nu Pilm P at 0.18 l in 200 l
Broadbalk,1992,potatoes,16/07/1992,,Nu Pilm P,(except to sections 8),sprayed,chemical pest control process,3,,0.18,l/ha,200,l/ha,,,,
Broadbalk,1992,potatoes,28/07/1992,,Manex,(except to sections 8),sprayed,chemical pest control process,3,,2,l/ha,200,l/ha,,,,Manex at 2.0 l with Nu Pilm P at 0.18 l in 200 l
Broadbalk,1992,potatoes,28/07/1992,,Nu Pilm P,(except to sections 8),sprayed,chemical pest control process,3,,0.18,l/ha,200,l/ha,,,,
Broadbalk,1992,potatoes,17/08/1992,,Chiltern Super-Tin 4L,(except to sections 8),sprayed,chemical pest control process,3,,0.56,l/ha,200,l/ha,,,,Chiltern Super-Tin 4L at 0.56 l with Nu Film P at 0.18 l in 200 l
Broadbalk,1992,potatoes,17/08/1992,,Nu Pilm P,(except to sections 8),sprayed,chemical pest control process,3,,0.18,l/ha,200,l/ha,,,,
Broadbalk,1992,potatoes,29/08/1992,,Chiltern Super-Tin 4L,(except to sections 8),sprayed,chemical pest control process,3,,0.56,l/ha,200,l/ha,,,,Chiltern Super-Tin 4L at 0.56 l with Nu Film P at 0.18 l in 200 l
Broadbalk,1992,potatoes,29/08/1992,,Nu Pilm P,(except to sections 8),sprayed,chemical pest control process,3,,0.18,l/ha,200,l/ha,,,,
Broadbalk,1992,potatoes,10/09/1992,,Reglone,,,chemical pest control process,3,,4,l/ha,200,l/ha,,,,Reglone at 4.0 l in 200 1
Broadbalk,1992,winter wheat,09/10/1991,,chalk applied,,,liming process,3,,2.9,t/ha,,,,,,Chalk applied at 2.9 t sections 4 and 6
Broadbalk,1992,winter wheat,06/12/1991,,Stomp 400,(except sections 8),sprayed,chemical pest control process,3,,3.3,l/ha,200,l/ha,,,,Stomp 400 at 3.3 l and Stefes IPU at 2.5 l in 200 l
Broadbalk,1992,winter wheat,06/12/1991,,Stefes IPU,(except sections 8),sprayed,chemical pest control process,3,,2.5,l/ha,200,l/ha,,,,
