Experiment,year,section,start date,new start date,end date,new end date,operation,amount,unit
Exhaustion Land,2016,p test,21/03/2016,21/03/2016,,,Applied Sulphate of Ammonia,238,kg/ha
Exhaustion Land,2016,p test,08/04/2016,08/04/2016,,,Sprayed Moddus,150,ml/ha
Exhaustion Land,2016,p test,08/04/2016,08/04/2016,,,Sprayed BASF 3C Chlormequat750,1.25,l/ha
Exhaustion Land,2016,p test,08/04/2016,08/04/2016,,,Sprayed Odin,500,ml/ha
Exhaustion Land,2016,p test,08/04/2016,08/04/2016,,,Sprayed Mirage 40ec,500,ml/ha
Exhaustion Land,2016,p test,08/04/2016,08/04/2016,,,Sprayed Bravo 500,1,l/ha
Exhaustion Land,2016,p test,13/04/2016,13/04/2016,,,Applied Kieserite - all plots,80,kg/ha
Exhaustion Land,2016,p test,05/05/2016,05/05/2016,,,Sprayed Keystone - wheat only,800,ml/ha
Exhaustion Land,2016,p test,05/05/2016,05/05/2016,,,Sprayed Keystone - wheat only,700,ml/ha
Exhaustion Land,2016,p test,24/05/2016,24/05/2016,,,Sprayed Vortex,1.5,l/ha
Exhaustion Land,2016,p test,24/05/2016,24/05/2016,,,Sprayed VortexCorbel,250,ml/ha
Exhaustion Land,2016,p test,09/07/2016,09/07/2016,,,Sprayed Cello,550,ml/ha
Exhaustion Land,2016,p test,09/07/2016,09/07/2016,,,Sprayed Hallmark,50,ml/ha
Exhaustion Land,2016,p test,22/08/2016,22/08/2016,,,Cut Paths using Iseki and Mower,,
Exhaustion Land,2016,p test,23/08/2016,23/08/2016,,,Mopped Up remaining crop,,
Exhaustion Land,2016,p test,26/08/2016,26/08/2016,,,Combined all crop using Tucano,,
Exhaustion Land,2017,all plots,26/09/2016,26/09/2016,,,Topped all stubble,,
Exhaustion Land,2017,all plots,26/09/2016,26/09/2016,,,"Applied TSP to plots 101-104, 081-084, 061-064, 041-044, 021-024, 091-092, 071-072, 051-052, 031-032 and 011-012",75,kg/ha
Exhaustion Land,2017,all plots,26/09/2016,26/09/2016,,,"Applied MOP to plots 103, 083, 063, 043, 023",125,kg/ha
Exhaustion Land,2017,all plots,26/09/2016,26/09/2016,,,"Applied MOP onto plots 104-094, 084-074, 064-054, 044-034 and 024-014",250,kg/ha
Exhaustion Land,2017,all plots,28/09/2016,28/09/2016,,,Ploughed - thrown North,,
Exhaustion Land,2017,all plots,06/10/2016,06/10/2016,,,Cultipressed - all ground and immediate surrounds,,
Exhaustion Land,2017,all plots,10/10/2016,10/10/2016,,,Ring Rolled all new drilling,,
Exhaustion Land,2017,all plots,10/10/2016,10/10/2016,,,Drilled Crusoe Treated w/Redigo Pro + Deter,350,seeds/m2
Exhaustion Land,2017,all plots,10/10/2016,10/10/2016,,,Cultipressed - all sites and surrounds,,
Exhaustion Land,2017,all plots,15/10/2016,15/10/2016,,,Sprayed Liberator,600,ml/ha
Exhaustion Land,2017,all plots,15/10/2016,15/10/2016,,,Sprayed Defy,3,l/ha
Exhaustion Land,2017,all plots,15/10/2016,15/10/2016,,,Sprayed Deploy,400,ml/ha
Exhaustion Land,2017,all plots,02/12/2016,02/12/2016,,,Sprayed Hallmark,50,ml/ha
Exhaustion Land,2017,all plots,21/03/2017,21/03/2017,,,Applied Kieserite,80,kg/ha
Exhaustion Land,2017,all plots,04/04/2017,04/04/2017,,,Applied Nitram,580,kg/ha
Exhaustion Land,2017,all plots,05/04/2017,05/04/2017,,,Sprayed Artemis,1,l/ha
Exhaustion Land,2017,all plots,05/04/2017,05/04/2017,,,Sprayed Claw 500,1,l/ha
Exhaustion Land,2017,all plots,05/04/2017,05/04/2017,,,Sprayed 3C Chlormequat 750,2,l/ha
Exhaustion Land,2017,all plots,27/04/2017,27/04/2017,,,Sprayed keystone,600,ml/ha
Exhaustion Land,2017,all plots,27/04/2017,27/04/2017,,,Sprayed epic,400,ml/ha
Exhaustion Land,2017,all plots,27/04/2017,27/04/2017,,,Sprayed Balear 720sc,700,ml/ha
Exhaustion Land,2017,all plots,05/05/2017,05/05/2017,,,Applied Nitram @ 34.5%N,145,kg/ha
Exhaustion Land,2017,all plots,08/06/2017,08/06/2017,,,Cut paths,,
Exhaustion Land,2017,all plots,19/06/2017,19/06/2017,,,Sprayed Fezan (Tebuconazole),750,ml/ha
Exhaustion Land,2017,all plots,26/06/2017,26/06/2017,,,cut all paths,,
Exhaustion Land,2017,all plots,27/07/2017,27/07/2017,,,cut all paths,,
Exhaustion Land,2017,all plots,01/09/2017,01/09/2017,,,Harvested all plots,,
Exhaustion Land,2017,all plots,02/09/2017,02/09/2017,,,Completed Straw Samples and Weights,,
Exhaustion Land,2017,all plots,06/09/2017,06/09/2017,,,harvested leftover wheat of harvested trials and surrounds,,
Exhaustion Land,2017,all plots,07/09/2017,07/09/2017,,,Baled all remaining commercial swath,,
Exhaustion Land,2017,all plots,,14/03/2017,,,Applied Sulphate of Ammonia (21%N 60%SO3) to all plots,238,kg/ha
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
