Experiment,year,section,start date,new start date,end date,operation,amount,unit
Hoosfield,2016,All plots,17/02/2016,17/02/2016,,combination Harrowed all Site and surrounds,,
Hoosfield,2016,All plots,29/02/2016,29/02/2016,,"drilled KWS Irina, dressed Raxil Star",350,seeds/m2
Hoosfield,2016,All plots,19/04/2016,19/04/2016,,sprayed Hallmark with Zeon Technology,50,ml/ha
Hoosfield,2016,All plots,21/04/2016,21/04/2016,,Marked out and rotavated all paths,,
Hoosfield,2016,All plots,05/05/2016,05/05/2016,,"applied Nitram @ 34.5% N to Old Series 5, Series C and Series AA (except plots 6 and 7)",417,kg/ha
Hoosfield,2016,All plots,09/05/2016,09/05/2016,,"applied Nitrochalk to plots 114, 122, 213, 224, 312, 323, 411, 424, 612, 622, 632, 714, 723, 733",0,kg/ha
Hoosfield,2016,All plots,09/05/2016,09/05/2016,,"applied Nitrochalk to plots 111, 121, 214, 221, 311, 322, 413, 423, 614, 623, 633, 713, 724, 734",48,kg/ha
Hoosfield,2016,All plots,09/05/2016,09/05/2016,,"applied Nitrochalk to plots 113, 124, 211, 222, 313, 321, 412, 421, 611, 621, 631, 712, 721, 732",96,kg/ha
Hoosfield,2016,All plots,09/05/2016,09/05/2016,,"applied Nitrochalk to plots 112, 123, 212, 223, 314, 324, 414, 422, 613, 624, 634, 711, 722, 731",144,kg/ha
Hoosfield,2016,All plots,23/05/2016,23/05/2016,,sprayed Refine Max,75,g/ha
Hoosfield,2016,All plots,23/05/2016,23/05/2016,,sprayed Hatchet Xtra,750,ml/ha
Hoosfield,2016,All plots,23/05/2016,23/05/2016,,sprayed Kingdom,1.25,l/ha
Hoosfield,2016,All plots,24/05/2016,24/05/2016,,rotavated paths,None,
Hoosfield,2016,All plots,26/07/2016,26/07/2016,,pulled wild oats from plots (36) and surrounds,,
Hoosfield,2016,All plots,23/08/2016,23/08/2016,,Mopped Up remaining crop,None,
Hoosfield,2016,All plots,24/08/2016,24/08/2016,,Sampo harvested All Plots,None,
Hoosfield,2016,all plots,,25/08/2016,,Combined with Tucano Harvester all leftover crop,,
Hoosfield,2017,All plots,11/10/2016,11/10/2016,,"ploughed, thrown south",None,
Hoosfield,2017,All plots,15/10/2016,15/10/2016,,sprayed Buffalo Elite,1,l/ha
Hoosfield,2017,All plots,15/10/2016,15/10/2016,,sprayed Samurai,3,l/ha
Hoosfield,2017,All plots,31/10/2016,31/10/2016,,"applied Sulphate of potash to Plots 141 - 144, 241 - 244, 311 - 344, 411 - 444, 551 - 582, 631 - 634",217,kg/ha
Hoosfield,2017,All plots,31/10/2016,31/10/2016,,"applied Kieserite - plots 634, 533, 632, 631",233,kg/ha
Hoosfield,2017,All plots,31/10/2016,31/10/2016,,"applied Triple Superphosphate - plots 634, 633, 632, 631",215,kg/ha
Hoosfield,2017,All plots,08/11/2016,08/11/2016,,"applied silicate of soda - plots 433, 333, 233, 133, 432, 332, 232, 132",450,kg/ha
Hoosfield,2017,All plots,10/11/2016,10/11/2016,,"applied FYM - plots 734, 733, 732, 731, 724, 723, 722, 721",35,t/ha
Hoosfield,2017,All plots,07/03/2017,07/03/2017,,sprayed Buffalo Elite,1,l/ha
Hoosfield,2017,All plots,07/03/2017,07/03/2017,,sprayed Samurai,3,l/ha
Hoosfield,2017,All plots,12/03/2017,12/03/2017,,Cousin combi Harrowed,None,
Hoosfield,2017,All plots,15/03/2017,15/03/2017,,"drilled KWS Irina, dressed With Raxil Star",350,seeds/m2
Hoosfield,2017,All plots,17/03/2017,17/03/2017,,Ring rolled,None,
Hoosfield,2017,All plots,12/05/2017,12/05/2017,,rotavated paths,None,
Hoosfield,2017,All plots,22/05/2017,22/05/2017,,sprayed Hallmark,50,ml/ha
Hoosfield,2017,All plots,23/05/2017,23/05/2017,,"applied Nitrochalk (27% N) to Plots 113, 124, 211, 222, 313, 321, 412, 421, 611, 621, 631, 712, 721, 732",48,kg/ha
Hoosfield,2017,All plots,23/05/2017,23/05/2017,,"applied Nitrochalk (27% N) to Plots 112, 123, 212, 223, 314, 324, 414, 422, 613, 624, 634, 711, 722, 731",96,kg/ha
Hoosfield,2017,All plots,23/05/2017,23/05/2017,,"applied Nitrochalk (27% N) to Plots 114, 122, 213, 224, 312, 323, 411, 424, 612, 622, 632, 714, 723, 733",144,kg/ha
Hoosfield,2017,All plots,24/05/2017,24/05/2017,,rotavated paths,None,
Hoosfield,2017,All plots,24/05/2017,24/05/2017,,"applied Nitram to Series AA (except 621 to 624, 721 to 724), C and Strip 5",417,kg/ha
Hoosfield,2017,All plots,30/05/2017,30/05/2017,,sprayed Refine Max,75,g/ha
Hoosfield,2017,All plots,30/05/2017,30/05/2017,,sprayed Kingdom,1.25,l/ha
Hoosfield,2017,All plots,30/05/2017,30/05/2017,,sprayed Hurler,700,ml/ha
Hoosfield,2017,All plots,14/07/2017.,14/07/2017,,Cut paths,None,
Hoosfield,2017,All plots,28/07/2017,28/07/2017,,Pulled 7 Wild Oats from within plots,None,
Hoosfield,2017,All plots,29/08/2017,29/08/2017,,harvested plots for yield & baled all discard and remaining swaths,,
