source_id,Experiment,harvest_year,plots,start_date,end_date,type,record,
1267,W/RN/3,1952,block i potatoes,08-Aug-52,,diary record,"sprayed with Copper Fungicide, 5 1b per acre",
1268,W/RN/3,1952,block i potatoes,02-Sep-52,,diary record,"sprayed with Copper Fungicide, 5 1b per acre",
1269,W/RN/3,1952,block i potatoes,22-Sep-52,,diary record,"sprayed with sulphuric acid, 15% B.0.V",
1270,W/RN/3,1952,block i potatoes,06-Oct-52,,diary record,lifted,
1271,W/RN/3,1952,block i potatoes,,,variety,Majestic,
1272,W/RN/3,1952,block ii ley second year,26-Jun-52,,diary record,"r, Nitrochalk applied",
1273,W/RN/3,1952,block ii ley second year,09-May-52,17-May-52,diary record,grazed by sheep: 6 circuits,
1274,W/RN/3,1952,block ii ley second year,31-May-52,09-Jun-52,diary record,grazed by sheep: 6 circuits,
1275,W/RN/3,1952,block ii ley second year,17-Jun-52,25-Jun-52,diary record,grazed by sheep: 6 circuits,
1276,W/RN/3,1952,block ii ley second year,08-Jul-52,16-Jul-52,diary record,grazed by sheep: 6 circuits,
1277,W/RN/3,1952,block ii ley second year,18-Aug-,26-Aug-,diary record,grazed by sheep: 6 circuits,
1278,W/RN/3,1952,block ii ley second year,11-Sep-52,19-Sep-52,diary record,grazed by sheep: 6 circuits,
1279,W/RN/3,1952,block ii lucerne second year,17-Jun-52,,diary record,cut threo times,
1280,W/RN/3,1952,block ii lucerne second year,23-July-,,diary record,cut threo times,
1281,W/RN/3,1952,block ii lucerne second year,02-Oct-52,,diary record,cut threo times,
1282,W/RN/3,1952,block ii rye,10-Oct-51,,diary record,ploughed,
1283,W/RN/3,1952,block ii rye,26-Oct-51,,diary record,seed drilled at 3 bushels per acre;,
1284,W/RN/3,1952,block ii rye,25-Apr-52,,diary record,Nitrochalk applied,
1285,W/RN/3,1952,block ii rye,25-Jul-52,,diary record,Harvested,
1286,W/RN/3,1952,block ii rye,,,variety,King II,
1287,W/RN/3,1952,block iii barley,07-Jan-52,,diary record,y ploughed,
1288,W/RN/3,1952,block iii barley,29-Feb-52,,diary record,ground Chalk applied,
1289,W/RN/3,1952,block iii barley,13-Mar-52,,diary record,Basal fertilizers applied,
1290,W/RN/3,1952,block iii barley,14-Mar-52,,diary record,second drilled at 3 bushels per acre,
1291,W/RN/3,1952,block iii barley,22-May-52,,diary record,sprayed with M.C.P.A,
1292,W/RN/3,1952,block iii barley,14-Aug-52,,diary record,Harvested;,
1293,W/RN/3,1952,block iii barley,,,variety,Plumage Archer,
1294,W/RN/3,1952,block iv ley third year,19-May-52,,diary record,"r, grazed by sheep: 6 circuits",
1295,W/RN/3,1952,block iv ley third year,22-May-52,31-May-52,diary record,"r, grazed by sheep: 6 circuits",
1296,W/RN/3,1952,block iv ley third year,09-Jun-52,17-Jun-52,diary record,"r, grazed by sheep: 6 circuits",
1297,W/RN/3,1952,block iv ley third year,25-Jun-52,03-Jul-52,diary record,"r, grazed by sheep: 6 circuits",
1298,W/RN/3,1952,block iv ley third year,7-Aug-,14-Aug-,diary record,"r, grazed by sheep: 6 circuits",
1299,W/RN/3,1952,block iv ley third year,03-Sep-52,11-Sep-52,diary record,"r, grazed by sheep: 6 circuits",
1300,W/RN/3,1952,block iv lucerne third year,17-Jun-52,,diary record,cut three times;,
1301,W/RN/3,1952,block iv lucerne third year,23-Jul-52,,diary record,cut three times;,
1302,W/RN/3,1952,block iv lucerne third year,02-Oct-52,,diary record,cut three times;,
1303,W/RN/3,1952,block iv lucerne third year,19-Apr-51,,diary record,Block IV hay. seed undersown in rye,
1304,W/RN/3,1952,block iv lucerne third year,17-Apr-52,,diary record,2 cwt Nitrochalk per acre applied,
1305,W/RN/3,1952,block iv lucerne third year,06-Jun-52,,diary record,first cut,
1306,W/RN/3,1952,block iv lucerne third year,10-Jun-52,,diary record,1 cwt Nitrochalk applied,
1307,W/RN/3,1952,block iv lucerne third year,02-Oct-52,,diary record,second cut;,
1308,W/RN/3,1952,block iv lucerne third year,,,variety,"seed mixture per acre: 27 lb S24 Perennial grass, 12 1b Montgomery Road clover 3 1b Canadian Alsike clover",
1309,W/RN/3,1952,block iv sugar beet,07-Sep-51,,diary record,ploughed,
1310,W/RN/3,1952,block iv sugar beet,09-Jan-52,,diary record,and,
1311,W/RN/3,1952,block iv sugar beet,18-Apr-52,,diary record,"Basal fertilizers applied, seed drilled at 18 lb per acre",
1312,W/RN/3,1952,block iv sugar beet,30-May-52,,diary record,singled,
1313,W/RN/3,1952,block iv sugar beet,08-Oct-52,,diary record,lifted,
1314,W/RN/3,1952,block iv sugar beet,,,variety,Klein B,
1315,W/RN/3,1952,block v potatoes,12-Oct-51,,diary record,"s, ploughed",
1316,W/RN/3,1952,block v potatoes,04-Feb-52,,diary record,and,
1317,W/RN/3,1952,block v potatoes,23-Apr-52,,diary record,"ridged, dung and Basal fertilizers applied",
1318,W/RN/3,1952,block v potatoes,25-Apr-52,,diary record,potatoes planted,
1319,W/RN/3,1952,block v potatoes,17-Jun-52,,diary record,earthed up ridges,
1320,W/RN/3,1952,block v potatoes,08-Aug-52,,diary record,"sprayed with Copper Fungicide, 5 lb per acre",
1321,W/RN/3,1952,block v potatoes,11-Aug-52,,diary record,sprayed,
1322,W/RN/3,1952,block v potatoes,02-Sep-52,,diary record,sprayed,
1323,W/RN/3,1952,block v potatoes,22-Sep-52,,diary record,sprayed with sulphuric acid 15% B.0.V,
1324,W/RN/3,1952,block v potatoes,06-Oct-52,,diary record,lifted,
1325,W/RN/3,1952,block v potatoes,,,variety,Majestic,
1326,W/RN/3,1953,ley first year,26-Aug-52,,diary record,ploughed,
1327,W/RN/3,1953,ley first year,24-Nov-52,,diary record,and,
1328,W/RN/3,1953,ley first year,l-Apr-1953,,diary record,Basal fertilizers applied,
1329,W/RN/3,1953,ley first year,09-Apr-53,,diary record,seed sown,
1330,W/RN/3,1953,ley first year,25-Jun-53,03-Jul-53,diary record,grazed by sheep: 5 circuits,
1331,W/RN/3,1953,ley first year,19-Jul-53,27-Jul-53,diary record,grazed by sheep: 5 circuits,
1332,W/RN/3,1953,ley first year,12-Aug-53,19-Aug-53,diary record,grazed by sheep: 5 circuits,
1333,W/RN/3,1953,ley first year,07-Sep-53,15-Sep-53,diary record,grazed by sheep: 5 circuits,
1334,W/RN/3,1953,ley first year,06-Oct-53,14-Oct-53,diary record,grazed by sheep: 5 circuits,
1335,W/RN/3,1953,ley second year,04-Jun-53,,diary record,Nitrochalk applied,
1336,W/RN/3,1953,ley second year,11-May-53,19-May-53,diary record,grazed by sheep: 6 circuits,
1337,W/RN/3,1953,ley second year,09-Jun-53,17-Jun-53,diary record,grazed by sheep: 6 circuits,
1338,W/RN/3,1953,ley second year,03-Jul-53,11-Jul-53,diary record,grazed by sheep: 6 circuits,
1339,W/RN/3,1953,ley second year,27-Jul-53,04-Aug-53,diary record,grazed by sheep: 6 circuits,
1340,W/RN/3,1953,ley second year,19-Aug-,27-Aug-,diary record,grazed by sheep: 6 circuits,
1341,W/RN/3,1953,ley second year,15-Sep-53,23-Sep-53,diary record,grazed by sheep: 6 circuits,
1342,W/RN/3,1953,ley third year,26-Jun-53,,diary record,Nitrochalk applied,
1343,W/RN/3,1953,ley third year,19-May-53,27-May-53,diary record,grazed by sheep: 7 circuits,
1344,W/RN/3,1953,ley third year,01-Jun-53,09-Jun-53,diary record,grazed by sheep: 7 circuits,
1345,W/RN/3,1953,ley third year,11-Jul-53,19-Jul-53,diary record,17 - 25,
1346,W/RN/3,1953,ley third year,04-Aug-53,12-Aug-53,diary record,17 - 25,
1347,W/RN/3,1953,ley third year,27-Aug-,7-Sept-,diary record,17 - 25,
1348,W/RN/3,1953,ley third year,23-Sep-53,05-Oct-53,diary record,17 - 25,
1349,W/RN/3,1953,lucerne first year,26-Aug-52,,diary record,ploughed,
1350,W/RN/3,1953,lucerne first year,24-Nov-52,,diary record,and,
1351,W/RN/3,1953,lucerne first year,l-Apr-1953,,diary record,Basal fertilizers applied,
1352,W/RN/3,1953,lucerne first year,09-Apr-53,,diary record,seed drilled at 28 lb per acre,
1353,W/RN/3,1953,lucerne first year,05-May-53,,diary record,Dusted with DDT,
1354,W/RN/3,1953,lucerne first year,07-May-53,,diary record,Dusted with DDT,
1355,W/RN/3,1953,lucerne first year,05-Aug-53,,diary record,cut twice,
1356,W/RN/3,1953,lucerne first year,28-Oct-53,,diary record,cut twice,
1357,W/RN/3,1953,lucerne first year,,,variety,Du Puits,
1358,W/RN/3,1953,lucerne second year,24-Jun-53,,diary record,cut three times,
1359,W/RN/3,1953,lucerne second year,5-Aug-,,diary record,cut three times,
1360,W/RN/3,1953,lucerne second year,28-Oct-53,,diary record,cut three times,
1361,W/RN/3,1953,lucerne third year,24-Jun-53,,diary record,cut three times,
1362,W/RN/3,1953,lucerne third year,05-Aug-53,,diary record,cut three times,
1363,W/RN/3,1953,lucerne third year,28-Oct-53,,diary record,cut three times,
1364,W/RN/3,1953,potatoes first course,26-Aug-52,,diary record,ploughed,
1365,W/RN/3,1953,potatoes first course,24-Nov-52,,diary record,and,
1366,W/RN/3,1953,potatoes first course,l-Apr-1955,,diary record,"ridged, Basal fertilizers applied, potatoes planted",
1367,W/RN/3,1953,potatoes first course,17-Jun-55,,diary record,earthed up,
1368,W/RN/3,1953,potatoes first course,17-Sep-55,,diary record,"sprayed with sulphuric acid, 15 B.0.V.",
1369,W/RN/3,1953,potatoes first course,23-Sep-55,,diary record,lifted,
1370,W/RN/3,1953,potatoes first course,,,variety,Majestic,
1371,W/RN/3,1953,rye second course,06-Oct-52,,diary record,cultivated,
1372,W/RN/3,1953,rye second course,114-Oct-1952,,diary record,seed drilled at 3 bushels per acre,
1373,W/RN/3,1953,rye second course,231953-Apr-1953,,diary record,Nitrochalk applied,
1374,W/RN/3,1953,rye second course,13-Aug-53,,diary record,Harvested,
1375,W/RN/3,1953,rye second course,,,variety,King II,
1376,W/RN/3,1953,hay third course,17-Apr-52,,diary record,seed undersown in rye,
1377,W/RN/3,1953,hay third course,30-Mar-53,,diary record,2 cwt Nitrochalk per acre applied,
1378,W/RN/3,1953,hay third course,16-Jun-53,,diary record,first cut,
1379,W/RN/3,1953,hay third course,17-Jun-53,,diary record,1 cwt Nitrochalk per acre applied,
1380,W/RN/3,1953,hay third course,20-Aug-53,,diary record,second cut,
1381,W/RN/3,1953,sugar beet third course,20-Aug-52,,diary record,ploughed,
1382,W/RN/3,1953,sugar beet third course,2)-Nov-1952,,diary record,and,
1383,W/RN/3,1953,sugar beet third course,20-Mar-53,,diary record,nitrate of soda applied,
1384,W/RN/3,1953,sugar beet third course,24-Mar-53,,diary record,seed drilled at 18 lb per acre,
1385,W/RN/3,1953,sugar beet third course,28-May-53,,diary record,singled,
1386,W/RN/3,1953,sugar beet third course,214-Oct-1953,,diary record,lifted,
1387,W/RN/3,1953,sugar beet third course,,,variety,Klein E,
1388,W/RN/3,1953,potatoes first test crop,10-Nov-52,,diary record,ploughed,
1389,W/RN/3,1953,potatoes first test crop,25-Mar-53,,diary record,cultivated,
1390,W/RN/3,1953,potatoes first test crop,14-Apr-53,,diary record,"ridged, dung and Basal fertilizers applied, potatoes planted",
1391,W/RN/3,1953,potatoes first test crop,20-Jun-53,,diary record,earthed up,
1392,W/RN/3,1953,potatoes first test crop,17-Sep-53,,diary record,sprayed with sulphuric acid 15 B.0.V.,
1393,W/RN/3,1953,potatoes first test crop,24-Sep-53,,diary record,lifted,
1394,W/RN/3,1953,potatoes first test crop,,,variety,Majestic,
1395,W/RN/3,1953,barley second test crop,10-Nov-52,,diary record,ploughed,
1396,W/RN/3,1953,barley second test crop,25-Feb-53,,diary record,22 cwt ground Chalk per acre applied,
1397,W/RN/3,1953,barley second test crop,05-Mar-53,,diary record,"Nitrochalk applied, seed drilled at 3 bushels per acre",
1398,W/RN/3,1953,barley second test crop,13-Aug-53,,diary record,Harvested,
1399,W/RN/3,1953,barley second test crop,,,variety,Plumage Archer,
1400,W/RN/3,1954,ley first year,16-Sep-53,,diary record,ploughed twice,
1401,W/RN/3,1954,ley first year,30-Dec-53,,diary record,ploughed twice,
1402,W/RN/3,1954,ley first year,05-Apr-54,,diary record,Basal fertilizers applied,
1403,W/RN/3,1954,ley first year,07-Apr-54,,diary record,seed mixture hand sown,
1404,W/RN/3,1954,ley first year,16-Jul-54,,diary record,Nitrochalk applied,
1405,W/RN/3,1954,ley first year,17-Jun-54,21-Jun-54,diary record,grazed 7 times,
1406,W/RN/3,1954,ley first year,07-Jul-54,15-Jul-54,diary record,grazed 7 times,
1407,W/RN/3,1954,ley first year,24-Jul-54,"l,-Aug-1954",diary record,grazed 7 times,
1408,W/RN/3,1954,ley first year,11-Aug-54,21-Aug-54,diary record,grazed 7 times,
1409,W/RN/3,1954,ley first year,08-Sep-54,17-Sep-54,diary record,grazed 7 times,
1410,W/RN/3,1954,ley first year,25-Sep-54,l-Oct-1954,diary record,grazed 7 times,
1411,W/RN/3,1954,ley first year,19-Oct-54,27-Oct-54,diary record,grazed 7 times,
1412,W/RN/3,1954,ley second year,25-May-54,,diary record,Nitrochalk applied,
1413,W/RN/3,1954,ley second year,26-Jul-54,,diary record,Nitrochalk applied,
1414,W/RN/3,1954,ley second year,17-May-54,25-May-54,diary record,grazed 9 times,
1415,W/RN/3,1954,ley second year,08-Jun-54,17-Jun-54,diary record,grazed 9 times,
1416,W/RN/3,1954,ley second year,21-Jun-54,29-Jun-54,diary record,grazed 9 times,
1417,W/RN/3,1954,ley second year,15-Jul-54,24-Jul-54,diary record,grazed 9 times,
1418,W/RN/3,1954,ley second year,01-Aug-54,11-Aug-54,diary record,grazed 9 times,
1419,W/RN/3,1954,ley second year,21-Aug-54,30-Aug-54,diary record,grazed 9 times,
1420,W/RN/3,1954,ley second year,17-Sep-54,25-Sep-54,diary record,grazed 9 times,
1421,W/RN/3,1954,ley second year,03-Oct-54,11-Oct-54,diary record,grazed 9 times,
1422,W/RN/3,1954,ley second year,27-Oct-54,04-Nov-54,diary record,grazed 9 times,
1423,W/RN/3,1954,ley third year,25-May-54,,diary record,Nitrochalk applied,
1424,W/RN/3,1954,ley third year,21-Jul-54,,diary record,Nitrochalk applied,
1425,W/RN/3,1954,ley third year,13-May-54,17-May-54,diary record,grazed 5 times,
1426,W/RN/3,1954,ley third year,31-May-54,08-Jun-54,diary record,grazed 5 times,
1427,W/RN/3,1954,ley third year,29-Jun-54,07-Jul-54,diary record,grazed 5 times,
1428,W/RN/3,1954,ley third year,30-Aug-54,08-Sep-54,diary record,grazed 5 times,
1429,W/RN/3,1954,ley third year,11-Oct-54,19-Oct-54,diary record,grazed 5 times,
1430,W/RN/3,1954,lucerne first year,16-Sep-53,,diary record,ploughed twice,
1431,W/RN/3,1954,lucerne first year,30-Dec-53,,diary record,ploughed twice,
1432,W/RN/3,1954,lucerne first year,02-Apr-54,,diary record,Basal fertilizers applied,
1433,W/RN/3,1954,lucerne first year,07-Apr-54,,diary record,seed Stomp at 26 lb per acre,
1434,W/RN/3,1954,lucerne first year,05-Apr-54,,diary record,Dusted with 2% DDT,
1435,W/RN/3,1954,lucerne first year,11-Aug-54,,diary record,cut twice,
1436,W/RN/3,1954,lucerne first year,03-Nov-54,,diary record,cut twice,
1437,W/RN/3,1954,lucerne first year,,,variety,Du Puits,
1438,W/RN/3,1954,lucerne second year,24-Jun-54,,diary record,cut three times,
1439,W/RN/3,1954,lucerne second year,11-Aug-54,,diary record,cut three times,
1440,W/RN/3,1954,lucerne second year,03-Nov-54,,diary record,cut three times,
1441,W/RN/3,1954,lucerne third year,24-Jun-54,,diary record,cut three times,
1442,W/RN/3,1954,lucerne third year,11-Aug-54,,diary record,cut three times,
1443,W/RN/3,1954,lucerne third year,03-Nov-54,,diary record,cut three times,
1444,W/RN/3,1954,potatoes first course,16-Sep-53,,diary record,ploughed,
1445,W/RN/3,1954,potatoes first course,30-Dec-53,,diary record,ploughed,
1446,W/RN/3,1954,potatoes first course,02-Apr-54,,diary record,"ridged, Basal fertilizers applied",
1447,W/RN/3,1954,potatoes first course,06-Apr-54,,diary record,potatoes planted with Copper,
1448,W/RN/3,1954,potatoes first course,25-Jun-54,,diary record,earthed up,
1449,W/RN/3,1954,potatoes first course,30-Jul-54,,diary record,"sprayed with Copper Fungicide, 5 1b per acre",
1450,W/RN/3,1954,potatoes first course,16-Aug-54,,diary record,"sprayed with Copper Fungicide, 5 1b per acre",
1451,W/RN/3,1954,potatoes first course,27-Aug-54,,diary record,"sprayed with Copper Fungicide, 5 1b per acre",
1452,W/RN/3,1954,potatoes first course,23-Sep-54,,diary record,sprayed with sulphuric acid,
1453,W/RN/3,1954,potatoes first course,04-Oct-54,,diary record,lifted,
1454,W/RN/3,1954,potatoes first course,,,variety,Majestic,
1455,W/RN/3,1954,rye second course,l-Oct-1953,,diary record,ploughed,
1456,W/RN/3,1954,rye second course,22-Oct-53,,diary record,seed drilled at 3 bushels per acre,
1457,W/RN/3,1954,rye second course,29-Apr-54,,diary record,Nitrochalk applied,
1458,W/RN/3,1954,rye second course,07-May-54,,diary record,seed hay mixture undersown on 4 plots,
1459,W/RN/3,1954,rye second course,23-Aug-54,,diary record,Harvested,
1460,W/RN/3,1954,seeds hay third course,09-Apr-53,,diary record,seed undersown in rye,
1461,W/RN/3,1954,seeds hay third course,06-Apr-54,,diary record,Basal Nitrochalk applied,
1462,W/RN/3,1954,seeds hay third course,24-Jun-54,,diary record,first cut,
1463,W/RN/3,1954,seeds hay third course,30-Jun-54,,diary record,Nitrochalk applied,
1464,W/RN/3,1954,seeds hay third course,03-Nov-54,,diary record,second cut,
1465,W/RN/3,1954,sugar beet third course,21-Aug-53,,diary record,ploughed,
1466,W/RN/3,1954,sugar beet third course,05-Nov-53,,diary record,ploughed,
1467,W/RN/3,1954,sugar beet third course,29-Mar-54,,diary record,Basal nitrate of soda applied,
1468,W/RN/3,1954,sugar beet third course,30-Mar-54,,diary record,seed drilled at 16 lb per acre,
1469,W/RN/3,1954,sugar beet third course,12-May-54,,diary record,Dusted with DDT,
1470,W/RN/3,1954,sugar beet third course,26-May-54,,diary record,singled,
1471,W/RN/3,1954,sugar beet third course,21-Jun-54,,diary record,"sprayed with systemic insecticide 0.5 pints per acre, high volume",
1472,W/RN/3,1954,sugar beet third course,02-Nov-54,,diary record,lifted,
1473,W/RN/3,1954,sugar beet third course,,,variety,Klein E,
1474,W/RN/3,1954,potatoes first test crop,04-Nov-53,,diary record,ploughed,
1475,W/RN/3,1954,potatoes first test crop,07-Apr-54,,diary record,"ridged, dung applied",
1476,W/RN/3,1954,potatoes first test crop,08-Apr-54,,diary record,"Basal fertilizers applied, potatoes hand planted",
1477,W/RN/3,1954,potatoes first test crop,25-Jun-54,,diary record,earthed up,
1478,W/RN/3,1954,potatoes first test crop,30-Jul-54,,diary record,"sprayed with Copper Fungicide, 5 1b per acre",
1479,W/RN/3,1954,potatoes first test crop,16-Aug-54,,diary record,"sprayed with Copper Fungicide, 5 1b per acre",
1480,W/RN/3,1954,potatoes first test crop,27-Aug-54,,diary record,"sprayed with Copper Fungicide, 5 1b per acre",
1481,W/RN/3,1954,potatoes first test crop,23-Sep-54,,diary record,sprayed with 20); sulphuric acid,
1482,W/RN/3,1954,potatoes first test crop,04-Oct-54,,diary record,lifted,
1483,W/RN/3,1954,potatoes first test crop,,,variety,Majestic,
1484,W/RN/3,1954,barley second test crop,02-Oct-53,,diary record,ploughed,
1485,W/RN/3,1954,barley second test crop,30-Dec-53,,diary record,ploughed,
1486,W/RN/3,1954,barley second test crop,08-Mar-54,,diary record,ground Chalk applied,
1487,W/RN/3,1954,barley second test crop,11-Mar-54,,diary record,Nitrochalk applied,
1488,W/RN/3,1954,barley second test crop,17-Mar-54,,diary record,seed drilled at 3 bushels per acre,
1489,W/RN/3,1954,barley second test crop,28-Aug-54,,diary record,Harvested,
1490,W/RN/3,1954,barley second test crop,,,variety,Plumage Archer,
1491,W/RN/3,1955,ley first year,30-Sep-54,,diary record,ploughed twice,
1492,W/RN/3,1955,ley first year,02-Feb-55,,diary record,and,
1493,W/RN/3,1955,ley first year,29-Apr-55,,diary record,Basal fertilizers applied,
1494,W/RN/3,1955,ley first year,30-Apr-55,,diary record,seed sown,
1495,W/RN/3,1955,ley first year,05-Jul-55,,diary record,Nitrochalk applied,
1496,W/RN/3,1955,ley first year,28-Jun-55,02-Jul-55,diary record,grazed 4 circuits,
1497,W/RN/3,1955,ley first year,18-Jul-55,26-Jul-55,diary record,grazed 4 circuits,
1498,W/RN/3,1955,ley first year,26-Sep-55,29-Sep-55,diary record,grazed 4 circuits,
1499,W/RN/3,1955,ley first year,15-Oct-55,26-Oct-55,diary record,grazed 4 circuits,
1500,W/RN/3,1955,ley second year,09-May-55,,diary record,Nitrochalk applied,
1501,W/RN/3,1955,ley second year,05-Jul-55,,diary record,and,
1502,W/RN/3,1955,ley second year,30-Apr-55,09-May-55,diary record,grazed 7 circuits,
1503,W/RN/3,1955,ley second year,#NAME?,,diary record,grazed 7 circuits,
1504,W/RN/3,1955,ley second year,08-Jun-55,20-Jun-55,diary record,27,
1505,W/RN/3,1955,ley second year,02-Jul-55,10-Jul-55,diary record,27,
1506,W/RN/3,1955,ley second year,26-Jul-55,03-Aug-55,diary record,27,
1507,W/RN/3,1955,ley second year,29-Sep-55,07-Oct-55,diary record,27,
1508,W/RN/3,1955,ley second year,26-Oct-55,03-Nov-55,diary record,27,
1509,W/RN/3,1955,ley third year,11-May-55,,diary record,Nitrochalk applied,
1510,W/RN/3,1955,ley third year,21-Jul-55,,diary record,and,
1511,W/RN/3,1955,ley third year,09-May-55,17-May-55,diary record,grazed 6 circuits,
1512,W/RN/3,1955,ley third year,31-May-55,08-Jun-55,diary record,grazed 6 circuits,
1513,W/RN/3,1955,ley third year,20-Jun-55,28-Jun-55,diary record,grazed 6 circuits,
1514,W/RN/3,1955,ley third year,10-Jul-55,18-Jul-55,diary record,grazed 6 circuits,
1515,W/RN/3,1955,ley third year,17-Sep-55,25-Sep-55,diary record,grazed 6 circuits,
1516,W/RN/3,1955,ley third year,10-Oct-55,18-Oct-55,diary record,grazed 6 circuits,
1517,W/RN/3,1955,lucerne first year,30-Sep-54,,diary record,ploughed twice,
1518,W/RN/3,1955,lucerne first year,02-Feb-55,,diary record,and,
1519,W/RN/3,1955,lucerne first year,29-Apr-55,,diary record,Basal fertilizers applied,
1520,W/RN/3,1955,lucerne first year,30-Apr-55,,diary record,seed sown at 25 lb per acre,
1521,W/RN/3,1955,lucerne first year,27-Jul-55,,diary record,cut twice,
1522,W/RN/3,1955,lucerne first year,16-Sep-55,,diary record,cut twice,
1523,W/RN/3,1955,lucerne first year,,,variety,Du Puits,
1524,W/RN/3,1955,lucerne second year,13-Jun-55,,diary record,cut three times,
1525,W/RN/3,1955,lucerne second year,27-Jul-55,,diary record,cut three times,
1526,W/RN/3,1955,lucerne second year,16-Sep-55,,diary record,cut three times,
1527,W/RN/3,1955,lucerne third year,13-Jun-55,,diary record,cut three times,
1528,W/RN/3,1955,lucerne third year,27-Jul-55,,diary record,cut three times,
1529,W/RN/3,1955,lucerne third year,16-Sep-55,,diary record,cut three times,
1530,W/RN/3,1955,potatoes first course,30-Sep-54,,diary record,ploughed twice,
1531,W/RN/3,1955,potatoes first course,02-Feb-55,,diary record,and,
1532,W/RN/3,1955,potatoes first course,19-Apr-55,,diary record,"Basal fertilizers applied, ridged, potatoes planted with Copper",
1533,W/RN/3,1955,potatoes first course,28-Jun-55,,diary record,earthed up,
1534,W/RN/3,1955,potatoes first course,02-Sep-55,,diary record,lifted,
1535,W/RN/3,1955,potatoes first course,,,variety,Majestic,
1536,W/RN/3,1955,rye second course,26-Oct-54,,diary record,ploughed,
1537,W/RN/3,1955,rye second course,20-Dec-54,,diary record,seed drilled at 31 bushels per acre,
1538,W/RN/3,1955,rye second course,29-Apr-55,,diary record,Nitrochalk applied,
1539,W/RN/3,1955,rye second course,09-May-55,,diary record,seed hay mixture undersown on 4 plots,
1540,W/RN/3,1955,rye second course,25-Aug-55,,diary record,Harvested,
1541,W/RN/3,1955,rye second course,,,variety,King II. 55/Be/1.2,
1542,W/RN/3,1955,seeds hay third course,07-May-54,,diary record,seed undersown in rye,
1543,W/RN/3,1955,seeds hay third course,19-Apr-55,,diary record,Basal Nitrochalk applied,
1544,W/RN/3,1955,seeds hay third course,13-Jun-55,,diary record,first cut,
1545,W/RN/3,1955,seeds hay third course,14-Jun-55,,diary record,Nitrochalk applied,
1546,W/RN/3,1955,seeds hay third course,16-Sep-55,,diary record,second cut,
1547,W/RN/3,1955,sugar beet third course,l-Oct-1954,,diary record,ploughed twice,
1548,W/RN/3,1955,sugar beet third course,l-Feb-1955,,diary record,and,
1549,W/RN/3,1955,sugar beet third course,16-Apr-55,,diary record,grubbed seed drilled at 8 1b per acre,
1550,W/RN/3,1955,sugar beet third course,18-Apr-55,,diary record,Basal nitrate of soda applied,
1551,W/RN/3,1955,sugar beet third course,10-Jun-55,,diary record,"sprayed with systemic insecticide, 4 pints in 40 gallons per acre",
1552,W/RN/3,1955,sugar beet third course,22-Jun-55,,diary record,singled,
1553,W/RN/3,1955,sugar beet third course,28-Oct-55,,diary record,lifted,
1554,W/RN/3,1955,sugar beet third course,,,variety,Klein EB,
1555,W/RN/3,1955,potatoes first test crop,05-Nov-54,,diary record,ploughed twice,
1556,W/RN/3,1955,potatoes first test crop,04-Feb-55,,diary record,and,
1557,W/RN/3,1955,potatoes first test crop,21-Apr-55,,diary record,"ridged, dung, Basal and treatment fertilizers applied",
1558,W/RN/3,1955,potatoes first test crop,22-Apr-55,,diary record,potatoes hand planted,
1559,W/RN/3,1955,potatoes first test crop,28-Jun-55,,diary record,earthed up,
1560,W/RN/3,1955,potatoes first test crop,19-Aug-55,,diary record,"sprayed with Copper Fungicide, 5 lb per acre",
1561,W/RN/3,1955,potatoes first test crop,27-Sep-55,,diary record,"sprayed with arsenious compound, 1 gallons in 40 gallons per acre",
1562,W/RN/3,1955,potatoes first test crop,03-Oct-55,,diary record,lifted,
1563,W/RN/3,1955,potatoes first test crop,,,variety,Majestic,
1564,W/RN/3,1955,barley second test crop,28-Oct-54,,diary record,ploughed twice,
1565,W/RN/3,1955,barley second test crop,03-Feb-55,,diary record,and,
1566,W/RN/3,1955,barley second test crop,14-Mar-55,,diary record,ground Chalk applied,
1567,W/RN/3,1955,barley second test crop,17-Mar-55,,diary record,"Nitrochalk applied, seed drilled at 34 bushels per acre",
1568,W/RN/3,1955,barley second test crop,15-Aug-55,,diary record,Harvested,
1569,W/RN/3,1955,barley second test crop,,,variety,Plumage Archer,
1570,W/RN/3,1956,ley first year,23-Sep-55,,diary record,ploughed twice,
1571,W/RN/3,1956,ley first year,26-Oct-55,,diary record,and,
1572,W/RN/3,1956,ley first year,16-Apr-56,,diary record,"Basal fertilizers applied, seed sown",
1573,W/RN/3,1956,ley first year,29-Aug-56,,diary record,second dressing 'Nitro-chalk' applied,
1574,W/RN/3,1956,ley first year,25-Jun-56,29-Jun-56,diary record,grazed 6 circuits,
1575,W/RN/3,1956,ley first year,25-Jul-56,02-Aug-56,diary record,grazed 6 circuits,
1576,W/RN/3,1956,ley first year,19-Aug-56,29-Aug-56,diary record,grazed 6 circuits,
1577,W/RN/3,1956,ley first year,14-Sep-56,22-Sep-56,diary record,grazed 6 circuits,
1578,W/RN/3,1956,ley first year,09-Oct-56,17-Oct-56,diary record,grazed 6 circuits,
1579,W/RN/3,1956,ley first year,02-Nov-56,10-Nov-56,diary record,grazed 6 circuits,
1580,W/RN/3,1956,ley second year,13-Apr-56,,diary record,Basal potash applied,
1581,W/RN/3,1956,ley second year,20-May-56,,diary record,'Nitro-chalk' applied,
