source_id,Code,year,Date,plot,orig_record,record,Rate,Unit,flag,water volume,water unit,"Other comments, ) indicates more than one source, TM) = Tank mix, / = throw ",Season,Month / GS
12586,R/HB/2,2009,06-Jul-09,all plots,Rogue wild oats/thistles/weeds 221 wild oats pulled,Rogue wild oats/thistles/weeds 221 wild oats pulled,None,None,,,,,,
12587,R/HB/2,2009,06-Jul-09,all plots,topped Headland,topped Headland,None,None,,,,,,
12588,R/HB/2,2009,12-Aug-09,all plots,cut plants,cut plants,None,None,,,,,,
12589,R/HB/2,2009,13-Aug-09,all plots,combine harvest discards,combine harvest discards,None,None,,,,,,
12590,R/HB/2,2009,13-Aug-09,all plots,baled,baled,None,None,,,,,,
12591,R/HB/2,2009,15-Aug-09,all plots,"combine harvest, plots for yield","combine harvest, plots for yield",None,None,,,,,,
12592,R/HB/2,2009,16-Aug-09,all plots,"sample, baled and weight straw","sample, baled and weight straw",None,None,,,,,,
12593,R/HB/2,2009,27-Aug-03,all plots,Weedazol-TL,Weedazol-TL,20,ha,,,,,,
12594,R/HB/2,2010,10-Dec-09,all plots,Triple Superphosphate,Triple Superphosphate,215,kg/ha,,,,,,
12595,R/HB/2,2010,10-Dec-09,all plots,Kieserite,Kieserite,233,kg/ha,,,,,,
12596,R/HB/2,2010,10-Dec-09,all plots,Potassium Sulphate,Potassium Sulphate,217,kg/ha,,,,,,
12597,R/HB/2,2010,16-Dec-09,all plots,FYM,FYM,35,had,,,,,,
12598,R/HB/2,2010,17-Dec-09,all plots,ploughed,ploughed,None,None,,,,,,
12599,R/HB/2,2010,09-Mar-10,all plots,spring lifted,spring lifted,None,None,,,,,,
12600,R/HB/2,2010,11-Mar-10,all plots,Tipple - 350 seed per m2,Tipple - 350 seed per m2,170,kg/ha,,,,,,
12601,R/HB/2,2010,11-Mar-10,all plots,rolled,rolled,None,None,,,,,,
12602,R/HB/2,2010,11-Mar-10,all plots,Combination drilled,Combination drilled,None,None,,,,,,
12603,R/HB/2,2010,15-Apr-10,all plots,rotavated plants,rotavated plants,None,None,,,,,,
12604,R/HB/2,2010,20-Apr-10,all plots,Nitrochalk to the main plots as indicated on the plan,Nitrochalk to the main plots as indicated on the plan,None,None,,,,,,
12605,R/HB/2,2010,23-Apr-10,all plots,"Nitram - Silicate test, P test, Headland & O+Es","Nitram - Silicate test, P test, Headland & O+Es",420,kg/ha,,,,,,
12606,R/HB/2,2010,12-May-10,all plots,rotavated,rotavated,None,None,,,,,,
12607,R/HB/2,2010,24-May-10,all plots,Mistral - started,Mistral - started,0.5,ha,,,,,,
12608,R/HB/2,2010,24-May-10,all plots,Jenton - started,Jenton - started,0.5,had,,,,,,
12609,R/HB/2,2010,24-May-10,all plots,Bravo 500 - started,Bravo 500 - started,1,had,,,,,,
12610,R/HB/2,2010,25-May-10,all plots,Mistral,Mistral,0.5,had,,,,,,
12611,R/HB/2,2010,25-May-10,all plots,Jenton,Jenton,0.5,Simba,,,,,,
12612,R/HB/2,2010,25-May-10,all plots,Bravo 500,Bravo 500,1,ha,,,,,,
12613,R/HB/2,2010,26-May-10,all plots,Harmony M SX - 200 It water,Harmony M SX - 200 It water,100,had,,,,,,
12614,R/HB/2,2010,28-May-10,all plots,Dow Shield - 200 It water,Dow Shield - 200 It water,0.35,ha,,,,,,
12615,R/HB/2,2010,04-Jun-10,all plots,Axial - 200 It water,Axial - 200 It water,0.4,I'ha,,,,,,
12616,R/HB/2,2010,04-Jun-10,all plots,Adigor - 200 It water,Adigor - 200 It water,1,ha,,,,,,
12617,R/HB/2,2010,16-Jun-10,all plots,Bravo 500 - 200 It water,Bravo 500 - 200 It water,1,I'ha,,,,,,
12618,R/HB/2,2010,16-Jun-10,all plots,Bravo 500 - 200 It water,Bravo 500 - 200 It water,1,ha,,,,,,
12619,R/HB/2,2010,16-Jun-10,all plots,Mobius - 200 It water,Mobius - 200 It water,0.43,Iha,,,,,,
12620,R/HB/2,2010,16-Jun-10,all plots,Standen Fenpropimorph 750 - 200 It water,Standen Fenpropimorph 750 - 200 It water,0.5,ha,,,,,,
12621,R/HB/2,2010,16-Jun-10,all plots,Corbel - 200 It water,Corbel - 200 It water,0.5,ha,,,,,,
12622,R/HB/2,2010,18-Jun-10,all plots,rotavated plants,rotavated plants,None,None,,,,,,
12623,R/HB/2,2010,09-Jul-10,all plots,"others Opera - pulled wild oats, non ground","others Opera - pulled wild oats, non ground",None,None,,,,,,
12624,R/HB/2,2010,31-Aug-10,all plots,"combine harvest, plots for yield","combine harvest, plots for yield",None,None,,,,,,
12625,R/HB/2,2010,31-Aug-10,all plots,"sample, baled and weight straw","sample, baled and weight straw",None,None,,,,,,
12626,R/HB/2,2010,05-Sep-10,all plots,combine harvest,combine harvest,None,None,,,,,,
12627,R/HB/2,2010,09-Sep-10,all plots,baled,baled,None,None,,,,,,
12628,R/HB/2,2010,22-Sep-10,all plots,others Opera - removed bales,others Opera - removed bales,None,None,,,,,,
12629,R/HB/2,2011,13-Sep-10,all plots,Weedazol-TL - water volume = 296 I/ha,Weedazol-TL - water volume = 296 I/ha,20,ha,,,,,,
12630,R/HB/2,2011,25-Oct-10,all plots,"spread FYM - spread according lo plan on plots 721,722,723,724,731,732,733,734 (seed 3.600 kg)","spread FYM - spread according lo plan on plots 721,722,723,724,731,732,733,734 (seed 3.600 kg)",35,had,,,,,,
12631,R/HB/2,2011,25-Oct-10,all plots,applied Sulphate of potash - applied according to plan,applied Sulphate of potash - applied according to plan,217,kg/ha,,,,,,
12632,R/HB/2,2011,25-Oct-10,all plots,"applied Triple Superphosphate - plots 634, 633, 632, 631","applied Triple Superphosphate - plots 634, 633, 632, 631",215,kg/ha,,,,,,
12633,R/HB/2,2011,26-Oct-10,all plots,"applied Kieserite ton plots 634, 533, 632, 631","applied Kieserite ton plots 634, 533, 632, 631",233kg,kg/ha,,,,,,
12634,R/HB/2,2011,01-Nov-10,all plots,"applied silicate of soda - plots 433. 333, 233. 133, 432, 332,232,132","applied silicate of soda - plots 433. 333, 233. 133, 432, 332,232,132",450,kg kg/ha,,,,,,
12635,R/HB/2,2011,03-Nov-10,all plots,ploughed,ploughed,None,None,,,,,,
12636,R/HB/2,2011,04-Nov-10,all plots,ploughed - Finished,ploughed - Finished,None,None,,,,,,
12637,R/HB/2,2011,07-Feb-11,all plots,drilled Tipple Sp. barley trt Beret Multi - 189 kg/ha,drilled Tipple Sp. barley trt Beret Multi - 189 kg/ha,350,seed m?,,,,,,
12638,R/HB/2,2011,07-Feb-11,all plots,spring tines.,spring tines.,None,None,,,,,,
12639,R/HB/2,2011,06-Apr-11,all plots,rotavated plants,rotavated plants,None,None,,,,,,
12640,R/HB/2,2011,13-Apr-11,all plots,applied Nitro-chalk to N treatment,applied Nitro-chalk to N treatment,None,None,,,,,,
12641,R/HB/2,2011,13-Apr-11,all plots,applied Nitram - series AA.C and 5 only,applied Nitram - series AA.C and 5 only,420,kg/ha,,,,,,
12642,R/HB/2,2011,09-May-11,all plots,sprayed Acanto primicarb - 200 I'ha water,sprayed Acanto primicarb - 200 I'ha water,1.6,kg/ha,,,,,,
12643,R/HB/2,2011,09-May-11,all plots,sprayed Chimera - 200 I'ha water,sprayed Chimera - 200 I'ha water,140,g/ha,,,,,,
12644,R/HB/2,2011,09-May-11,all plots,sprayed Harmony M SX - 200 I'ha water,sprayed Harmony M SX - 200 I'ha water,100g,gha,,,,,,
12645,R/HB/2,2011,31-May-11,all plots,sprayed Mobius - 200 had water.,sprayed Mobius - 200 had water.,0.43,ha,,,,,,
12646,R/HB/2,2011,31-May-11,all plots,sprayed Corbel - 200 had water.,sprayed Corbel - 200 had water.,5,had,,,,,,
12647,R/HB/2,2011,31-May-11,all plots,sprayed Bravo 500,sprayed Bravo 500,1,ha,,,,,,
12648,R/HB/2,2011,10-Jun-11,all plots,rotavated plants,rotavated plants,None,None,,,,,,
12649,R/HB/2,2011,06-Jul-11,all plots,pulled wild oats - 97 in plot area,pulled wild oats - 97 in plot area,None,None,,,,,,
12650,R/HB/2,2011,12-Jul-11,all plots,pulled wild oats -,pulled wild oats -,21,pulled,,,,,,
12651,R/HB/2,2011,23-Jul-11,all plots,sprayed Atlantis 360 @ 3 Ilha,sprayed Atlantis 360 @ 3 Ilha,200,ha,,,,,,
12652,R/HB/2,2011,09-Aug-11,all plots,combined O+Es - O+Es only to open out material ready for yield harvest,combined O+Es - O+Es only to open out material ready for yield harvest,None,None,,,,,,
12653,R/HB/2,2011,09-Aug-11,all plots,baled straw - baled to remove straw,baled straw - baled to remove straw,None,None,,,,,,
12654,R/HB/2,2011,10-Aug-11,all plots,plots combined for yield,plots combined for yield,None,None,,,,,,
12655,R/HB/2,2011,10-Aug-11,all plots,Straw weights,Straw weights,None,None,,,,,,
12656,R/HB/2,2011,10-Aug-11,all plots,combined. carted the remaining crop after yield one,combined. carted the remaining crop after yield one,None,None,,,,,,
12657,R/HB/2,2011,10-Aug-11,all plots,baled and removed straw,baled and removed straw,None,None,,,,,,
12658,R/HB/2,2011,22-Aug-11,all plots,combined O+Es,combined O+Es,None,None,,,,,,
12659,R/HB/2,2012,14-Sep-11,all plots,sprayed Weedazol in water @ 250 had,sprayed Weedazol in water @ 250 had,20,ha,,,,,,
12660,R/HB/2,2012,24-Nov-11,all plots,"applied Kieserite to plots 634,633,632,631","applied Kieserite to plots 634,633,632,631",233,kg/ha,,,,,,
12661,R/HB/2,2012,24-Nov-11,all plots,"applied Triple Superphosphate to plots 634,633,632,631.","applied Triple Superphosphate to plots 634,633,632,631.",215,kg/ha,,,,,,
12662,R/HB/2,2012,24-Nov-11,all plots,applied Sulphate of potash as per plan.,applied Sulphate of potash as per plan.,217,kg/ha,,,,,,
12663,R/HB/2,2012,28-Nov-11,all plots,"applied silicate of soda to plots 433,432,333,332,233,232,133 and 132.","applied silicate of soda to plots 433,432,333,332,233,232,133 and 132.",450,kg/ha,,,,,,
12664,R/HB/2,2012,29-Nov-11,all plots,"ploughed, spoilt thrown out. -","ploughed, spoilt thrown out. -",None,None,,,,,,
12665,R/HB/2,2012,29-Dec-11,all plots,"applied FYM to plots 734,733,732,731,724,723.722,and 721","applied FYM to plots 734,733,732,731,724,723.722,and 721",35,had,,,,,,
12666,R/HB/2,2012,27-Feb-12,all plots,drilled Tipple Sp. barley tr Beret Multi,drilled Tipple Sp. barley tr Beret Multi,164,kg/ha,,,,,,
12667,R/HB/2,2012,27-Feb-12,all plots,Alexis tines -,Alexis tines -,None,None,,,,,,
12668,R/HB/2,2012,01-Mar-12,all plots,rolled  Finished -,rolled  Finished -,None,None,,,,,,
12669,R/HB/2,2012,01-Mar-12,all plots,sprayed Kula in 200Vha.,sprayed Kula in 200Vha.,3.3,l/ha,,,,,,
12670,R/HB/2,2012,01-Mar-12,all plots,sprayed Stomp 400 in 200Vha.,sprayed Stomp 400 in 200Vha.,2,l/ha,,,,,,
12671,R/HB/2,2012,12-Apr-12,all plots,rotavated plants -,rotavated plants -,None,None,,,,,,
12672,R/HB/2,2012,23-Apr-12,all plots,Nitrochalk applied by hand. main to plots,Nitrochalk applied by hand. main to plots,0,kgN/ha,,,,,,
12673,R/HB/2,2012,23-Apr-12,all plots,Nitrochalk applied by hand. main to plots,Nitrochalk applied by hand. main to plots,48,kgN/ha,,,,,,
12674,R/HB/2,2012,23-Apr-12,all plots,Nitrochalk applied by hand. main to plots,Nitrochalk applied by hand. main to plots,96,kgN/ha,,,,,,
12675,R/HB/2,2012,23-Apr-12,all plots,Nitrochalk applied by hand. main to plots,Nitrochalk applied by hand. main to plots,144,kgN/ha,,,,,,
12676,R/HB/2,2012,10-May-12,all plots,"Nitram applied by hand to plots 13, 23, 33, 43, 44,34,24, 14, 55, 56, 57 and 58 (Silicate & P test plots)","Nitram applied by hand to plots 13, 23, 33, 43, 44,34,24, 14, 55, 56, 57 and 58 (Silicate & P test plots)",144,kgN/ha,,,,,,
12677,R/HB/2,2012,16-May-12,all plots,Nitram applied to surrounding area.,Nitram applied to surrounding area.,417,kg/ha,,,,,,
12678,R/HB/2,2012,22-May-12,all plots,sprayed spring barley w/ Amistar,sprayed spring barley w/ Amistar,1,l/ha,,,,,,
12679,R/HB/2,2012,22-May-12,all plots,sprayed spring barley w/ Corbel,sprayed spring barley w/ Corbel,0.25,l/ha,,,,,,
12680,R/HB/2,2012,22-May-12,all plots,sprayed spring barley w/ Duplosan,sprayed spring barley w/ Duplosan,2,l/ha,,,,,,
12681,R/HB/2,2012,10-Jun-12,all plots,sprayed Jenton in 200 ha,sprayed Jenton in 200 ha,1.5,had,,,,,,
12682,R/HB/2,2012,14-Jun-12,all plots,pulled up Wild oats - discards only -,pulled up Wild oats - discards only -,None,None,,,,,,
12683,R/HB/2,2012,04-Jul-12,all plots,King Wild oats - 24 plants picked from plots -,King Wild oats - 24 plants picked from plots -,None,None,,,,,,
12684,R/HB/2,2012,06-Aug-12,all plots,cut plants -,cut plants -,None,None,,,,,,
12685,R/HB/2,2012,24-Aug-12,all plots,Harvested O+Es -,Harvested O+Es -,None,None,,,,,,
12686,R/HB/2,2012,31-Aug-12,all plots,Harvested -,Harvested -,None,None,,,,,,
12687,R/HB/2,2012,03-Sep-12,all plots,"sampled, weighed and baled. -","sampled, weighed and baled. -",None,None,,,,,,
12688,R/HB/2,2012,19-Sep-12,all plots,Stubble rolled .,Stubble rolled .,None,None,,,,,,
12689,R/HB/2,2013,20-Sep-12,all plots,sprayed Whole field w/ Weedazol EW,sprayed Whole field w/ Weedazol EW,20,ha,,,,,,
12690,R/HB/2,2013,28-Sep-12,all plots,spread Sulphate of potash as on wheat to plots 631-634 411-444 311-344 241-244 141-144 + Strip 5,spread Sulphate of potash as on wheat to plots 631-634 411-444 311-344 241-244 141-144 + Strip 5,217,kg/ha,,,,,,
12691,R/HB/2,2013,28-Sep-12,all plots,spread Fert top as on wheat sections 631-634,spread Fert top as on wheat sections 631-634,215,kg/ha,,,,,,
12692,R/HB/2,2013,28-Sep-12,all plots,spread Fert Kieserite as on wheat sections 631-634,spread Fert Kieserite as on wheat sections 631-634,233,kg/ha,,,,,,
12693,R/HB/2,2013,01-Oct-12,all plots,"spread Soda Silicate onto plots 432-132, 433-133","spread Soda Silicate onto plots 432-132, 433-133",450,kg/ha,,,,,,
12694,R/HB/2,2013,03-Oct-12,all plots,applied FYM to 734 to 731 and 724 to 721,applied FYM to 734 to 731 and 724 to 721,35,had,,,,,,
12695,R/HB/2,2013,08-Oct-12,all plots,ploughed,ploughed,None,None,,,,,,
12696,R/HB/2,2013,01-Mar-13,all plots,during W barley Apr Tipple,during W barley Apr Tipple,350,seed m,,,,,,
12697,R/HB/2,2013,04-Mar-13,all plots,during rolled,during rolled,None,None,,,,,,
12698,R/HB/2,2013,30-Apr-13,all plots,rotavated plants _- _-,rotavated plants _- _-,None,None,,,,,,
12699,R/HB/2,2013,01-May-13,all plots,"applied N as Nitro Chalk plots 113,124,211,222,313,321,412,421,611,621,631,712,721,732.","applied N as Nitro Chalk plots 113,124,211,222,313,321,412,421,611,621,631,712,721,732.",178,kg/ha,,,,,,
12700,R/HB/2,2013,01-May-13,all plots,"applied N as Nitro Chalk plots 112,123,212,223,314,324,414 422 613, 624,634,711,722,731.","applied N as Nitro Chalk plots 112,123,212,223,314,324,414 422 613, 624,634,711,722,731.",356,kg/ha,,,,,,
12701,R/HB/2,2013,01-May-13,all plots,"applied N as Nitro Chalk plots 114,122,213,224,312,323.411,424,612, 622,632,714,723,733.","applied N as Nitro Chalk plots 114,122,213,224,312,323.411,424,612, 622,632,714,723,733.",533,kg/ha,,,,,,
12702,R/HB/2,2013,01-May-13,all plots,"applied Nitram - plots: series AA rolled plots, series C and Strip 5, as per plan","applied Nitram - plots: series AA rolled plots, series C and Strip 5, as per plan",417,kg/ha,,,,,,
12703,R/HB/2,2013,02-Jun-13,all plots,sprayed Mobius,sprayed Mobius,0.6,ion,,,,,,
12704,R/HB/2,2013,02-Jun-13,all plots,sprayed Clyfamid,sprayed Clyfamid,0.125,l/ha,,,,,,
12705,R/HB/2,2013,26-Jun-13,all plots,sprayed Mobius,sprayed Mobius,4,l/ha,,,,,,
12706,R/HB/2,2013,09-Jul-13,all plots,cultivated plants _,cultivated plants _,None,None,,,,,,
12707,R/HB/2,2013,10-Jul-13,all plots,Pulling Wild oats.,Pulling Wild oats.,7,in plots,,,,,,
12708,R/HB/2,2013,12-Aug-13,all plots,Claas - Harvested (opened up except) ,Claas - Harvested (opened up except) ,None,None,,,,,,
12709,R/HB/2,2013,27-Aug-13,all plots,Claas - Harvested discards OF's -,Claas - Harvested discards OF's -,None,None,,,,,,
12710,R/HB/2,2013,27-Aug-13,all plots,sample - Harvested for yield all plots _-,sample - Harvested for yield all plots _-,None,None,,,,,,
12711,R/HB/2,2013,28-Aug-13,all plots,baled sampled and weighed all plots -,baled sampled and weighed all plots -,None,None,,,,,,
12712,R/HB/2,2013,28-Aug-13,all plots,Claas - Harvested opened up and cut OE's  -,Claas - Harvested opened up and cut OE's  -,None,None,,,,,,
12713,R/HB/2,2014,08-Oct-13,all plots,sprayed Weedazol surrounds only,sprayed Weedazol surrounds only,20,I'ha,,,,,,
12714,R/HB/2,2014,24-Oct-13,all plots,applied top - plots 634 - 631,applied top - plots 634 - 631,215,kg/ha,,,,,,
12715,R/HB/2,2014,24-Oct-13,all plots,"applied SOP - plots 634 - 631, 551-582, 444-411, 344-311, 244-241, 144-141","applied SOP - plots 634 - 631, 551-582, 444-411, 344-311, 244-241, 144-141",217,kg/ha,,,,,,
12716,R/HB/2,2014,24-Oct-13,all plots,applied Kieserite - plots 634-631,applied Kieserite - plots 634-631,233,kg/ha,,,,,,
12717,R/HB/2,2014,03-Dec-13,all plots,"applied Chalk - plots 734-711, 634-611, 551-582, 444-411, 344-311, 244-241, 144-141","applied Chalk - plots 734-711, 634-611, 551-582, 444-411, 344-311, 244-241, 144-141",4,had,,,,,,
12718,R/HB/2,2014,03-Dec-13,all plots,applied Silicate of Soda - plots 433-133 432-132,applied Silicate of Soda - plots 433-133 432-132,450,kg/ha,,,,,,
12719,R/HB/2,2014,04-Dec-13,all plots,applied FYM - plots 721-734,applied FYM - plots 721-734,35,had,,,,,,
12720,R/HB/2,2014,06-Dec-13,all plots,"started ploughing - finished 09 Dec, spoilt thrown out","started ploughing - finished 09 Dec, spoilt thrown out",None,None,,,,,,
12721,R/HB/2,2014,10-Mar-14,all plots,flexitined ploughed ground - drill prep,flexitined ploughed ground - drill prep,None,None,,,,,,
12722,R/HB/2,2014,12-Mar-14,all plots,harrowed - all sites and all plots.,harrowed - all sites and all plots.,None,None,,,,,,
12723,R/HB/2,2014,14-Mar-14,all plots,drilled spring barley - Apr. Tipple,drilled spring barley - Apr. Tipple,350,seed?,,,,,,
12724,R/HB/2,2014,14-Mar-14,all plots,rolled,rolled,None,None,,,,,,
12725,R/HB/2,2014,14-Mar-14,all plots,sprayed Crystal - Apr emergent,sprayed Crystal - Apr emergent,20,I'ha,,,,,,
12726,R/HB/2,2014,29-Apr-14,all plots,rotavated plants,rotavated plants,None,None,,,,,,
12727,R/HB/2,2014,30-Apr-14,all plots,"applied Nitrochalk by hand - plots 113,124,211,222,313,321,412,421,611,621,631,712,721,732.","applied Nitrochalk by hand - plots 113,124,211,222,313,321,412,421,611,621,631,712,721,732.",0,kg had,,,,,,
12728,R/HB/2,2014,30-Apr-14,all plots,"applied Nitrochalk by hand - plots 112,123,212,223,314,324 414 422 613, 624,634,711,722.731.","applied Nitrochalk by hand - plots 112,123,212,223,314,324 414 422 613, 624,634,711,722.731.",48,kg had,,,,,,
12729,R/HB/2,2014,30-Apr-14,all plots,"applied Nitrochalk by hand - plots 114,122,213,224,312,323,411,424 612, 622,632,714,723,733.","applied Nitrochalk by hand - plots 114,122,213,224,312,323,411,424 612, 622,632,714,723,733.",96,kg N/ha,,,,,,
12730,R/HB/2,2014,30-Apr-14,all plots,"applied Nitrochalk by hand - plots 111,121,214,221,311,322,413,423,614,623,633,713,724,734.","applied Nitrochalk by hand - plots 111,121,214,221,311,322,413,423,614,623,633,713,724,734.",144,kg N/ha,,,,,,
12731,R/HB/2,2014,30-Apr-14,all plots,"applied Nitram @ 35%N - plots 131-134,141-144 231-234,241-244,331-334,341-344, 431-434, 441-444 551-582","applied Nitram @ 35%N - plots 131-134,141-144 231-234,241-244,331-334,341-344, 431-434, 441-444 551-582",417,kg/ha,,,,,,
12732,R/HB/2,2014,18-Jun-14,all plots,sprayed Mobius - Sp barley only,sprayed Mobius - Sp barley only,400,mlha,,,,,,
12733,R/HB/2,2014,10-Jul-14,all plots,Removed wild oats from material -,Removed wild oats from material -,46,in total,,,,,,
12734,R/HB/2,2014,05-Sep-14,all plots,cut discard area and baled straw with Class ground baler; removed grain and straw.,cut discard area and baled straw with Class ground baler; removed grain and straw.,None,None,,,,,,
12735,R/HB/2,2014,06-Sep-14,all plots,sample - harvested all plots for grain yield - .,sample - harvested all plots for grain yield - .,None,None,,,,,,
12736,R/HB/2,2014,08-Sep-14,all plots,baled and weighed straw for yield,baled and weighed straw for yield,None,None,,,,,,
12737,R/HB/2,2015,10/11/2014,all plots,"sprayed Samurai - total kill, volunteers and weeds","sprayed Samurai - total kill, volunteers and weeds",30,wheat,,,,,,
12738,R/HB/2,2015,10/11/2014,all plots,"sprayed Fire Broad -total kill, volunteers and weeds","sprayed Fire Broad -total kill, volunteers and weeds",1,ha,,,,,,
12739,R/HB/2,2015,25/11/2014,all plots,"applied Kieserite onto plots 631, 632, 633 + 634","applied Kieserite onto plots 631, 632, 633 + 634",2330,kgha,,,,,,
12740,R/HB/2,2015,25/11/2014,all plots,"applied top onto plots 631, 632, 633 + 634","applied top onto plots 631, 632, 633 + 634",2150,kgha,,,,,,
12741,R/HB/2,2015,09/12/2014,all plots,"applied SOP onto all series C, strip 5 and plots 311 -334, 411-434, 631-634","applied SOP onto all series C, strip 5 and plots 311 -334, 411-434, 631-634",217,kgha,,,,,,
12742,R/HB/2,2015,16/12/2014,all plots,applied silicate of soda onto plots 432 - 132 and 433 - 133,applied silicate of soda onto plots 432 - 132 and 433 - 133,450,kgha,,,,,,
12743,R/HB/2,2015,16/12/2014,all plots,applied FYM onto plots 734 - 731 + 724 - 721,applied FYM onto plots 734 - 731 + 724 - 721,350,had,,,,,,
12744,R/HB/2,2015,18/12/2014,all plots,ploughed (thrown not) .,ploughed (thrown not) .,None,None,,,,,,
12745,R/HB/2,2015,05/03/2015,all plots,spring tyned all ground . oo.,spring tyned all ground . oo.,None,None,,,,,,
12746,R/HB/2,2015,05/03/2015,all plots,sprayed Samurai,sprayed Samurai,25,ha,,,,,,
12747,R/HB/2,2015,05/03/2015,all plots,sprayed Fire Broad,sprayed Fire Broad,10,wheat,,,,,,
12748,R/HB/2,2015,06/03/2015,all plots,drilled Tipple barley,drilled Tipple barley,3500,seed?,,,,,,
12749,R/HB/2,2015,06/03/2015,all plots,rolled all sites +.,rolled all sites +.,None,None,,,,,,
12750,R/HB/2,2015,12/05/2015,all plots,rotavated plants ie,rotavated plants ie,None,None,,,,,,
12751,R/HB/2,2015,13/05/2015,all plots,"applied N treatment (34.5%N) to rolled series 5, series C and series AA plots (except plots 6 and 7)","applied N treatment (34.5%N) to rolled series 5, series C and series AA plots (except plots 6 and 7)",1440,kgha,,,,,,
12752,R/HB/2,2015,13/05/2015,all plots,"applied Nitrochalk (27% N) by hand to plots 112,123.212.23.314,324,414,422,613.624.634.711,722.731","applied Nitrochalk (27% N) by hand to plots 112,123.212.23.314,324,414,422,613.624.634.711,722.731",0,kgha,,,,,,
12753,R/HB/2,2015,13/05/2015,all plots,"applied Nitrochalk (27% N) by hand to plots 114,122.213.224,312,323,411,424 612,622,632.714.723.733","applied Nitrochalk (27% N) by hand to plots 114,122.213.224,312,323,411,424 612,622,632.714.723.733",48,kgha,,,,,,
12754,R/HB/2,2015,13/05/2015,all plots,"applied Nitrochalk (27% N) by hand to plots 111,121.214.221,311,322,413,423,614,623,633,713.724.734","applied Nitrochalk (27% N) by hand to plots 111,121.214.221,311,322,413,423,614,623,633,713.724.734",96,kgha,,,,,,
12755,R/HB/2,2015,13/05/2015,all plots,"applied Nitrochalk (27% N) by hand to plots 113,124,211,222,313,321,412,421,611,621,631,712.721.732","applied Nitrochalk (27% N) by hand to plots 113,124,211,222,313,321,412,421,611,621,631,712.721.732",144,kgha,,,,,,
12756,R/HB/2,2015,13/05/2015,all plots,sprayed King onto barley,sprayed King onto barley,15,wheat,,,,,,
12757,R/HB/2,2015,13/05/2015,all plots,sprayed Bravo 500 onto barley,sprayed Bravo 500 onto barley,125,ha,,,,,,
12758,R/HB/2,2015,03/06/2015,all plots,rotavated plants .,rotavated plants .,None,None,,,,,,
12759,R/HB/2,2015,15/06/2015,all plots,sprayed King onto barley only,sprayed King onto barley only,125,ha,,,,,,
12760,R/HB/2,2015,17/06/2015,all plots,rotavated all plants . oo.,rotavated all plants . oo.,None,None,,,,,,
12761,R/HB/2,2015,19/06/2015,all plots,sprayed Axial onto barley,sprayed Axial onto barley,4600,miha,,,,,,
12762,R/HB/2,2015,19/06/2015,all plots,sprayed Adigor onto barley,sprayed Adigor onto barley,460,miha,,,,,,
12763,R/HB/2,2015,22/07/2015,all plots,pulled 2 wild oats from plots and surrounds -,pulled 2 wild oats from plots and surrounds -,None,None,,,,,,
12764,R/HB/2,2015,02/09/2015,all plots,Harvested Mercia NOTES .,Harvested Mercia NOTES .,None,None,,,,,,
12765,R/HB/2,2015,07/09/2015,all plots,Harvested all barley plots for grain yield -,Harvested all barley plots for grain yield -,None,None,,,,,,
12766,R/HB/2,2015,08/09/2015,all plots,baled all swathed on field . >,baled all swathed on field . >,None,None,,,,,,
12767,R/HB/2,2015,09/09/2015,all plots,Removed bales from Mercia area .,Removed bales from Mercia area .,None,None,,,,,,
12768,R/HB/2,2015,09/09/2015,all plots,sampled baled and weighed all plots * .,sampled baled and weighed all plots * .,None,None,,,,,,
12769,R/HB/2,2015,17/08/2015,all plots,removed ground bales from field,removed ground bales from field,None,None,,,,,,
12770,R/HB/2,2016,28/10/2015,all plots,applied top onto plots 634 - 631,applied top onto plots 634 - 631,215,kg/ha,,,,,,
12771,R/HB/2,2016,28/10/2015,all plots,applied Kieserite onto plots 634 - 631,applied Kieserite onto plots 634 - 631,233,kg/ha,,,,,,
12772,R/HB/2,2016,29/10/2015,all plots,"applied SOP onto plots 634-631, 561-311, 551-411, 571-241 and 581-141","applied SOP onto plots 634-631, 561-311, 551-411, 571-241 and 581-141",217,kg/ha,,,,,,
12773,R/HB/2,2016,23/11/2015,all plots,sprayed Firebrand,sprayed Firebrand,1,It/ha,,,,,,
12774,R/HB/2,2016,23/11/2015,all plots,sprayed Samurai,sprayed Samurai,3,t/ha,,,,,,
12775,R/HB/2,2016,26/11/2015,all plots,applied FYM onto plots 721-724 & 731-734,applied FYM onto plots 721-724 & 731-734,35,had,,,,,,
12776,R/HB/2,2016,26/11/2015,all plots,"applied Silicate of Soda onto plots 433, 432, 333, 332, 233,232,133 + 132","applied Silicate of Soda onto plots 433, 432, 333, 332, 233,232,133 + 132",450,kg/ha,,,,,,
12777,R/HB/2,2016,03/12/2015,all plots,ploughed; thrown out,ploughed; thrown out,None,None,,,,,,
12778,R/HB/2,2016,17/02/2016,all plots,Combination harrowed all sites and surrounds,Combination harrowed all sites and surrounds,None,None,,,,,,
12779,R/HB/2,2016,29/02/2016,all plots,drilled KWS Irina - trt Raxial Star,drilled KWS Irina - trt Raxial Star,350,seed?,,,,,,
