ï»¿source_id,Code,year,Date,plot,orig_record,record,Rate,Unit,flag,water volume,water unit,type,comments,Season,Month / GS
14506,W/RN/3,2003,01-Jul-03,grass ley and clover grass ley first year rotation LN1 LLN1 LC1 and LLC1:,topped to tidy.,Topped to tidy.,,,2,,,t,,,
14507,W/RN/3,2003,04-Jul-03,grass ley and clover grass ley first year rotation LN1 LLN1 LC1 and LLC1:,muriate of potash at 83 kg.,Muriate of Potash,,,2,83,kg/ha,f,,,
14508,W/RN/3,2003,10-Oct-03,grass ley and clover grass ley first year rotation LN1 LLN1 LC1 and LLC1:,topped.,Topped,,,2,,,t,,,
14509,W/RN/3,2003,03-Apr-03,grass ley second to eighth year rotation LLN2-3 and LLN2-8,"Potassium sulphate at 140 kg,",Potassium sulphate,,,2,140,kg,,,,
14510,W/RN/3,2003,03-Apr-03,grass ley second to eighth year rotation LLN2-3 and LLN2-8,Triple superphosphate at 213 kg.,Triple superphosphate,,,2,213,kg/ha,f,,,
14511,W/RN/3,2003,03-Apr-03,grass ley second to eighth year rotation LLN2-3 and LLN2-8,muriate of potash at 167 kg.,Muriate of Potash,,,2,167,kg/ha,f,,,
14512,W/RN/3,2003,04-Apr-03,grass ley second to eighth year rotation LLN2-3 and LLN2-8,33.5% N at 224 kg,33.5% N,,,2,224,kg/ha,f,,,
14513,W/RN/3,2003,15-May-03,grass ley second to eighth year rotation LLN2-3 and LLN2-8,Setter 33 at 5.0 1 in 200 l.,Setter 33,5.0,l/ha,2,200,l/ha,p,,,
14514,W/RN/3,2003,19-Jun-03,grass ley second to eighth year rotation LLN2-3 and LLN2-8,"cut yield strips, weighed and sampled.","Cut yield strips, weighed and sampled.",,,2,,,sam,,,
14515,W/RN/3,2003,19-Jun-03,grass ley second to eighth year rotation LLN2-3 and LLN2-8,mow for hay.,Mowed for hay,,,2,,,m,,,
14516,W/RN/3,2003,20-Jun-03,grass ley second to eighth year rotation LLN2-3 and LLN2-8,Tedded hay.,Tedded hay,,,2,,,h,,,
14517,W/RN/3,2003,21-Jun-03,grass ley second to eighth year rotation LLN2-3 and LLN2-8,Tedded hay.,Tedded hay,,,2,,,h,,,
14518,W/RN/3,2003,25-Jun-03,grass ley second to eighth year rotation LLN2-3 and LLN2-8,Tedded hay.,Tedded hay,,,2,,,h,,,
14519,W/RN/3,2003,26-Jun-03,grass ley second to eighth year rotation LLN2-3 and LLN2-8,baled hay.,Baled hay,,,2,,,h,,,
14520,W/RN/3,2003,04-Jul-03,grass ley second to eighth year rotation LLN2-3 and LLN2-8,muriate of potash at 83 kg.,Muriate of Potash,,,2,83,kg/ha,f,,,
14521,W/RN/3,2003,04-Jul-03,grass ley second to eighth year rotation LLN2-3 and LLN2-8,34.5% N at 217 kg.,34.5% N,,,2,217,kg/ha,f,,,
14522,W/RN/3,2003,22-Sep-03,grass ley second to eighth year rotation LLN2-3 and LLN2-8,"2nd cut yield strips, weighed and sampled.","2nd cut yield strips, weighed and sampled.",,,2,,,sam,,,
14523,W/RN/3,2003,03-Apr-03,clover grass ley second to eighth year rotation LLC2-3 and. LLC2-8,"Potassium sulphate at 140 kg,",Potassium sulphate,,,2,140,kg,,,,
14524,W/RN/3,2003,03-Apr-03,clover grass ley second to eighth year rotation LLC2-3 and. LLC2-8,Triple superphosphate at 213 kg.,Triple superphosphate,,,2,213,kg/ha,f,,,
14525,W/RN/3,2003,03-Apr-03,clover grass ley second to eighth year rotation LLC2-3 and. LLC2-8,muriate of potash at 167 kg.,Muriate of Potash,,,2,167,kg/ha,f,,,
14526,W/RN/3,2003,15-May-03,clover grass ley second to eighth year rotation LLC2-3 and. LLC2-8,Setter 33 at 5.01 in 200 l.,Setter 33,5.0,l/ha,2,200,l/ha,p,,,
14527,W/RN/3,2003,19-Jun-03,clover grass ley second to eighth year rotation LLC2-3 and. LLC2-8,"cut yield strips, weighed and sampled.","Cut yield strips, weighed and sampled.",,,2,,,sam,,,
14528,W/RN/3,2003,19-Jun-03,clover grass ley second to eighth year rotation LLC2-3 and. LLC2-8,mow for hay.,Mowed for hay,,,2,,,m,,,
14529,W/RN/3,2003,20-Jun-03,clover grass ley second to eighth year rotation LLC2-3 and. LLC2-8,Tedded hay.,Tedded hay,,,2,,,h,,,
14530,W/RN/3,2003,21-Jun-03,clover grass ley second to eighth year rotation LLC2-3 and. LLC2-8,Tedded hay.,Tedded hay,,,2,,,h,,,
14531,W/RN/3,2003,25-Jun-03,clover grass ley second to eighth year rotation LLC2-3 and. LLC2-8,Tedded hay.,Tedded hay,,,2,,,h,,,
14532,W/RN/3,2003,26-Jun-03,clover grass ley second to eighth year rotation LLC2-3 and. LLC2-8,baled hay.,Baled hay,,,2,,,h,,,
14533,W/RN/3,2003,01-Jul-03,clover grass ley second to eighth year rotation LLC2-3 and. LLC2-8,topped to tidy.,Topped to tidy.,,,2,,,t,,,
14534,W/RN/3,2003,04-Jul-03,clover grass ley second to eighth year rotation LLC2-3 and. LLC2-8,muriate of potash at 83 kg.,Muriate of Potash,,,2,83,kg/ha,f,,,
14535,W/RN/3,2003,22-Sep-03,clover grass ley second to eighth year rotation LLC2-3 and. LLC2-8,"2nd cut yield strips, weighed and sampled.","2nd cut yield strips, weighed and sampled.",,,2,,,sam,,,
14536,W/RN/3,2003,20-Sep-02,Winter beans second and third treatment crop rotation AM and ABe,Triple superphosphate at 127 kg.,Triple superphosphate,,,2,127,kg/ha,f,,,
14537,W/RN/3,2003,20-Sep-02,Winter beans second and third treatment crop rotation AM and ABe,"broadcast, Clipper, recleaned at 28 seed /m2","Broadcast, Clipper, recleaned",,,2,28,seeds/m2,s,,,
14538,W/RN/3,2003,17-Feb-03,Winter beans second and third treatment crop rotation AM and ABe,ploughed 35 cm furrows. Sim2 by hand.,ploughed 35 cm wide furrows,,,2,,,c,,,
14539,W/RN/3,2003,03-Apr-03,Winter beans second and third treatment crop rotation AM and ABe,Gesatop at 2.0 1 in 200 l.,Gesatop,2.0,l/ha,2,200,l/ha,p,,,
14540,W/RN/3,2003,03-Apr-03,Winter beans second and third treatment crop rotation AM and ABe,Potassium Sulphate at 140 kg,Potassium sulphate,,,2,140,kg,,,,
14541,W/RN/3,2003,07-May-03,Winter beans second and third treatment crop rotation AM and ABe,tm) Laser at l.0 1 in 200 l.,Tm) Laser,1.0,l/ha,2,200,l/ha,p,,,
14542,W/RN/3,2003,09-Jun-03,Winter beans second and third treatment crop rotation AM and ABe,tm) Clayton Turret at LN5 1 in 200 l.,Tm) Clayton Turret,1.5,l/ha,2,200,l/ha,p,,,
14543,W/RN/3,2003,09-Jun-03,Winter beans second and third treatment crop rotation AM and ABe,tm) Amistar at 0.5 1 in 200 l.,tm) Amistar,0.5,l/ha,2,200,l/ha,p,,,
14544,W/RN/3,2003,10-Aug-03,Winter beans second and third treatment crop rotation AM and ABe,"combine harvested plots for yield, combined discards. Straw swathed.",Combine harvested plots for yield,,,2,,,h,,,
14544,W/RN/3,2003,10-Aug-03,Winter beans second and third treatment crop rotation AM and ABe,"combine harvested plots for yield, combined discards. Straw swathed.",Combined discards,,,2,,,h,,,
14544,W/RN/3,2003,10-Aug-03,Winter beans second and third treatment crop rotation AM and ABe,"combine harvested plots for yield, combined discards. Straw swathed.",Swathed straw,,,2,,,h,,,
14545,W/RN/3,2003,13-Aug-03,Winter beans second and third treatment crop rotation AM and ABe,Straw baled and removed.,Baled straw,,,2,,,h,,,
14545,W/RN/3,2003,13-Aug-03,Winter beans second and third treatment crop rotation AM and ABe,Straw baled and removed.,Removed bales,,,2,,,h,,,
14546,W/RN/3,2003,20-Sep-02,forage maize second and third treatment crop rotation ABe and AM,Triple superphosphate at 127 kg.,Triple superphosphate,,,2,127,kg/ha,f,,,
14547,W/RN/3,2003,03-Apr-03,forage maize second and third treatment crop rotation ABe and AM,Potassium sulphate at 140 kg,Potassium sulphate,,,2,140,kg,,,,
14548,W/RN/3,2003,12-May-02,forage maize second and third treatment crop rotation ABe and AM,"power harrowed. drilled, Hudson, tr Mesurol, at 10.2 seeds/m2 with the Nodet drill.",Power harrowed,,,2,,,c,,,
14548,W/RN/3,2003,12-May-02,forage maize second and third treatment crop rotation ABe and AM,"power harrowed. drilled, Hudson, tr Mesurol, at 10.2 seeds/m2 with the Nodet drill.","drilled, Hudson, tr Mesurol, with the Nodet drill.",,,2,10.2,seeds/m2,s,,,
14549,W/RN/3,2003,29-May-03,forage maize second and third treatment crop rotation ABe and AM,27% N at 370 kg.,27% N,,,2,370,kg/ha,f,,,
14550,W/RN/3,2003,13-Jun-03,forage maize second and third treatment crop rotation ABe and AM,tm) Esprit at 3.0 1 in 200 l.,Tm) Esprit,3.0,l/ha,2,200,l/ha,p,,,
14551,W/RN/3,2003,13-Jun-03,forage maize second and third treatment crop rotation ABe and AM,tm) Phase II at 2.0 l in 200 l.,Tm) Phase II,2.0,l/ha,2,200,l/ha,p,,,
14552,W/RN/3,2003,27-Aug-03,forage maize second and third treatment crop rotation ABe and AM,cut sampled and weighed.,Cut sampled and weighed.,,,2,,,sam,,,
14553,W/RN/3,2003,04-Sep-03,forage maize second and third treatment crop rotation ABe and AM,cut discards.,Cut discards.,,,2,,,h,,,
14554,W/RN/3,2003,19-Sep-02,w wheat first test crop W,CleanCrop Egret at 4.0 1 in 200 l.,Clean Crop Egret,4.0,l/ha,2,200,l/ha,p,,,
14555,W/RN/3,2003,20-Sep-02,w wheat first test crop W,"muriate of potash (corrective K) by hand at 250 kg K2O to plots 53, 54, 63, 64.","muriate of potash (corrective K) by handK2O to plots 53, 54, 63, 64.",,,2,250,kg/ha,f,,,
14556,W/RN/3,2003,20-Sep-02,w wheat first test crop W,Triple superphosphate at 127 kg.,Triple superphosphate,,,2,127,kg/ha,f,,,
14557,W/RN/3,2003,17-Oct-02,w wheat first test crop W,ploughed 35 cm furrows.,ploughed 35 cm wide furrows,,,2,,,c,,,
14558,W/RN/3,2003,18-Oct-02,w wheat first test crop W,"power harrowed, drilled Claire, tr Sibutol, at 350 seeds/m2 with the Accord drill. rolled.",Power harrowed,,,2,,,c,,,
14558,W/RN/3,2003,18-Oct-02,w wheat first test crop W,"power harrowed, drilled Claire, tr Sibutol, at 350 seeds/m2 with the Accord drill. rolled.","drilled Claire, tr Sibutol, with the Accord drill",,,2,350,seeds/m2,s,,,
14558,W/RN/3,2003,18-Oct-02,w wheat first test crop W,"power harrowed, drilled Claire, tr Sibutol, at 350 seeds/m2 with the Accord drill. rolled.",Rolled,,,2,,,c,,,
14559,W/RN/3,2003,26-Nov-02,w wheat first test crop W,tm) Lexus Class WSB at 60 g in 200 l.,Tm) Lexus Class WSB,60,g/ha,2,200,l/ha,p,,,
14560,W/RN/3,2003,26-Nov-02,w wheat first test crop W,tm) Hallmark with Zeon Technology at 25 ml in 200 l.,tm) Hallmark with Zeon Technology,25,ml/ha,2,200,l/ha,p,,,
14561,W/RN/3,2003,07-Mar-03,w wheat first test crop W,1st N (27% N) applied to split N plots.,1st N (27% N) applied to split N plots.,,,2,,,f,,,
14562,W/RN/3,2003,02-Apr-03,w wheat first test crop W,27% N to single applications plots,27% N to single applications plots,,,2,,,f,,,
14563,W/RN/3,2003,13-Mar-03,w wheat first test crop W,Dursban 4 at l.0 1 in 200 l,Dursban 4,1.0,l/ha,2,200,l/ha,p,,,
14564,W/RN/3,2003,03-Apr-03,w wheat first test crop W,Potassium sulphate at 140 kg,Potassium sulphate,,,2,140,kg,,,,
14565,W/RN/3,2003,06-May-03,w wheat first test crop W,Opus at 0.75 1 in 200 l.,Opus,0.75,l/ha,2,200,l/ha,p,,,
14566,W/RN/3,2003,06-May-03,w wheat first test crop W,2nd (27% N) applied to split N plots.,2nd N (27% N) applied to split N plots.,,,2,,,f,,,
14567,W/RN/3,2003,07-May-03,w wheat first test crop W,ally at 30 g in 200 l.,Ally,30,g/ha,2,200,l/ha,p,,,
14568,W/RN/3,2003,09-Jun-03,w wheat first test crop W,Landmark at 0.75 1 in 200 l.,Landmark,0.75,l/ha,2,200,l/ha,p,,,
14569,W/RN/3,2003,10-Aug-03,w wheat first test crop W,"combine harvested plots for yield, combined discards. Straw swathed.",Combine harvested plots for yield,,,2,,,h,,,
14569,W/RN/3,2003,10-Aug-03,w wheat first test crop W,"combine harvested plots for yield, combined discards. Straw swathed.",Combined discards,,,2,,,h,,,
14569,W/RN/3,2003,10-Aug-03,w wheat first test crop W,"combine harvested plots for yield, combined discards. Straw swathed.",Swathed straw,,,2,,,h,,,
14570,W/RN/3,2003,11-Aug-03,w wheat first test crop W,cut straw. sampled and weighed straw.,Cut straw. sampled and weighed straw.,,,2,,,sam,,,
14571,W/RN/3,2003,13-Aug-03,w wheat first test crop W,Straw baled and removed.,Baled straw,,,2,,,h,,,
14571,W/RN/3,2003,13-Aug-03,w wheat first test crop W,Straw baled and removed.,Removed bales,,,2,,,h,,,
14572,W/RN/3,2003,20-Sep-02,Winter rye second test crop and first treatment crop rotation ABe and AM,Triple superphosphate at 127 kg.,Triple superphosphate,,,2,127,kg/ha,f,,,
14573,W/RN/3,2003,26-Sep-02,Winter rye second test crop and first treatment crop rotation ABe and AM,Chalk at 5.0 t.,Chalk,5.0,t/ha,2,,,f,,,
14574,W/RN/3,2003,02-Oct-02,Winter rye second test crop and first treatment crop rotation ABe and AM,ploughed and rolled.,Ploughed and rolled.,,,2,,,c,,,
14575,W/RN/3,2003,18-Oct-02,Winter rye second test crop and first treatment crop rotation ABe and AM,"power harrowed. drilled, Picasso/Nikita blend (90:10), tr Baytan, at 98 seeds/m2 with 4.0 m Accord drill. rolled",Power harrowed,,,2,,,c,,,
14575,W/RN/3,2003,18-Oct-02,Winter rye second test crop and first treatment crop rotation ABe and AM,"power harrowed. drilled, Picasso/Nikita blend (90:10), tr Baytan, at 98 seeds/m2 with 4.0 m Accord drill. rolled","drilled, Picasso/Nikita blend (90:10), tr Baytan, with 4.0 m Accord drill",,,2,90,seeds/m2,s,,,
14575,W/RN/3,2003,18-Oct-02,Winter rye second test crop and first treatment crop rotation ABe and AM,"power harrowed. drilled, Picasso/Nikita blend (90:10), tr Baytan, at 98 seeds/m2 with 4.0 m Accord drill. rolled",Rolled,,,2,,,c,,,
14576,W/RN/3,2003,26-Nov-02,Winter rye second test crop and first treatment crop rotation ABe and AM,tm) Lexus Class WSB at 60 g in 200 l.,Tm) Lexus Class WSB,60,g/ha,2,200,l/ha,p,,,
14577,W/RN/3,2003,26-Nov-02,Winter rye second test crop and first treatment crop rotation ABe and AM,tm) Hallmark with Zeon Technology at 25 ml in 200 1,tm) Hallmark with Zeon Technology,25,ml/ha,2,200,l/ha,p,,,
14578,W/RN/3,2003,02-Apr-03,Winter rye second test crop and first treatment crop rotation ABe and AM,27% N at 296 kg to second test crop only.,27% N  to 2nd test crop only.,,,2,296,kg/ha,f,,,
14579,W/RN/3,2003,03-Apr-03,Winter rye second test crop and first treatment crop rotation ABe and AM,Potassium sulphate at 140 kg,Potassium sulphate,,,2,140,kg,,,,
14580,W/RN/3,2003,04-Apr-03,Winter rye second test crop and first treatment crop rotation ABe and AM,33.5% N at 239 kg to treatment crop only.,33.5% N  to treatment crop only.,,,2,239,kg/ha,f,,,
14581,W/RN/3,2003,06-May-03,Winter rye second test crop and first treatment crop rotation ABe and AM,Opus at 0.75 1 in 200 l.,Opus,0.75,l/ha,2,200,l/ha,p,,,
14582,W/RN/3,2003,07-May-03,Winter rye second test crop and first treatment crop rotation ABe and AM,Quantum 75 DF at 20 g in 200 l.,Quantum 75 DF,20,g/ha,2,200,l/ha,p,,,
14583,W/RN/3,2003,10-Aug-03,Winter rye second test crop and first treatment crop rotation ABe and AM,"combine harvested plots for yield, combined discards. Straw swathed",Combine harvested plots for yield,,,2,,,h,,,
14583,W/RN/3,2003,10-Aug-03,Winter rye second test crop and first treatment crop rotation ABe and AM,"combine harvested plots for yield, combined discards. Straw swathed",Combined discards,,,2,,,h,,,
14583,W/RN/3,2003,10-Aug-03,Winter rye second test crop and first treatment crop rotation ABe and AM,"combine harvested plots for yield, combined discards. Straw swathed",Swathed straw,,,2,,,h,,,
14584,W/RN/3,2003,11-Aug-03,Winter rye second test crop and first treatment crop rotation ABe and AM,cut straw. sampled and weighed straw.,Cut straw. sampled and weighed straw.,,,2,,,sam,,,
14585,W/RN/3,2003,13-Aug-03,Winter rye second test crop and first treatment crop rotation ABe and AM,Straw baled and removed.,Baled straw,,,2,,,h,,,
14585,W/RN/3,2003,13-Aug-03,Winter rye second test crop and first treatment crop rotation ABe and AM,Straw baled and removed.,Removed bales,,,2,,,h,,,
14586,W/RN/3,2004,02-Oct-03,grass ley and clover grass ley first year rotation LN1 LLN1 LC1 and LLC1),Triplesuperphosphate at 213 kg,Triple superphosphate,,,2,213,kg/ha,f,,,
14587,W/RN/3,2004,02-Oct-03,grass ley and clover grass ley first year rotation LN1 LLN1 LC1 and LLC1),Potassium sulphate at 140 kg.,Potassium sulphate,,,2,140,kg,,,,
14588,W/RN/3,2004,07-Oct-03,grass ley and clover grass ley first year rotation LN1 LLN1 LC1 and LLC1),ploughed 30cm wide furrows and power harrowed.,ploughed 30 cm wide furrows,,,2,,,c,,,
14588,W/RN/3,2004,,grass ley and clover grass ley first year rotation LN1 LLN1 LC1 and LLC1),ploughed 30cm wide furrows and power harrowed.,Power harrowed,,,2,,,c,,,
14589,W/RN/3,2004,08-Oct-03,grass ley first year rotation LN1 and LLN1,"drilled Promesse Timothy + Senu Fescue, 50:50. @ 30 kg and Promesse Timothy + Senu Fescue + Maris white clover 45:45:10 @ 30 kg with 4.0 m Accord drill. 08-Oct-03 rolled.","drilled Promesse Timothy + Senu Fescue, 50:50 with the Accord drill.",30,kg/ha,2,,,s,,,
14589,W/RN/3,2004,08-Oct-03,clover grass ley first year rotation LC1 and LLC1,"drilled Promesse Timothy + Senu Fescue, 50:50. @ 30 kg and Promesse Timothy + Senu Fescue + Maris white clover 45:45:10 @ 30 kg with 4.0 m Accord drill. 08-Oct-03 rolled.",drilled Promesse Timothy + Senu Fescue + Maris white clover 45:45:10 with 4.0 m Accord drill,30,kg/ha,2,,,s,,,
14589,W/RN/3,2004,08-Oct-03,grass ley and clover grass ley first year rotation LN1 LLN1 LC1 and LLC1),"drilled Promesse Timothy + Senu Fescue, 50:50. @ 30 kg and Promesse Timothy + Senu Fescue + Maris white clover 45:45:10 @ 30 kg with 4.0 m Accord drill. 08-Oct-03 rolled.",Rolled,,,2,,,c,,,
14590,W/RN/3,2004,10-Oct-03,grass ley and clover grass ley first year rotation LN1 LLN1 LC1 and LLC1),"27.0% N at 93 kg, first year grass/clover ley; at 185 kg, first year grass ley.",27.0% N - first year grass/clover ley,,,2,93,kg/ha,f,,,
14590,W/RN/3,2004,10-Oct-03,grass ley and clover grass ley first year rotation LN1 LLN1 LC1 and LLC1),"27.0% N at 93 kg, first year grass/clover ley; at 185 kg, first year grass ley.",27.0% N - first year grass ley.,,,2,185,kg/ha,f,,,
14591,W/RN/3,2004,24-Mar-04,grass ley and clover grass ley first year rotation LN1 LLN1 LC1 and LLC1),muriate of potash at 167 kg.,Muriate of Potash,,,2,167,kg/ha,f,,,
14592,W/RN/3,2004,06-Jul-04,grass ley and clover grass ley first year rotation LN1 LLN1 LC1 and LLC1),"cut yield strips, weighed and sampled.","Cut yield strips, weighed and sampled.",,,2,,,sam,,,
14593,W/RN/3,2004,14-Jul-04,grass ley and clover grass ley first year rotation LN1 LLN1 LC1 and LLC1),mow for hay.,Mowed for hay,,,2,,,m,,,
14594,W/RN/3,2004,15-Jul-04,grass ley and clover grass ley first year rotation LN1 LLN1 LC1 and LLC1),Tedded hay.,Tedded hay,,,2,,,h,,,
14595,W/RN/3,2004,17-Jul-04,grass ley and clover grass ley first year rotation LN1 LLN1 LC1 and LLC1),Tedded hay.,Tedded hay,,,2,,,h,,,
14596,W/RN/3,2004,19-Jul-04,grass ley and clover grass ley first year rotation LN1 LLN1 LC1 and LLC1),Tedded hay.,Tedded hay,,,2,,,h,,,
14597,W/RN/3,2004,20-Jul-04,grass ley and clover grass ley first year rotation LN1 LLN1 LC1 and LLC1),harrowed up hay and baled.,harrowed up hay,,,2,,,h,,,
14597,W/RN/3,2004,20-Jul-04,grass ley and clover grass ley first year rotation LN1 LLN1 LC1 and LLC1),harrowed up hay and baled.,Baled hay,,,2,,,h,,,
14598,W/RN/3,2004,26-Jul-04,grass ley and clover grass ley first year rotation LN1 LLN1 LC1 and LLC1),muriate of potash at 83 kg to all ley.,muriate of potash to all ley.,,,2,83,kg/ha,f,,,
14599,W/RN/3,2004,26-Jul-04,grass ley and clover grass ley first year rotation LN1 LLN1 LC1 and LLC1),34.5% N at 217 kg to grass ley only.,34.5% N to grass ley only.,,,2,217,kg/ha,f,,,
14600,W/RN/3,2004,03-Nov-04,grass ley and clover grass ley first year rotation LN1 LLN1 LC1 and LLC1),"2nd cut yield strips, weighed and sampled.","2nd cut yield strips, weighed and sampled.",,,2,,,sam,,,
14601,W/RN/3,2004,18-Mar-04,grass ley second to eighth year rotation LLN2-3 and LLN2-8:,34.5% N at 218 kg,34.5% N,,,2,218,kg/ha,f,,,
14602,W/RN/3,2004,24-Mar-04,grass ley second to eighth year rotation LLN2-3 and LLN2-8:,"Potassium sulphate at 140 kg,",Potassium sulphate,,,2,140,kg,,,,
14603,W/RN/3,2004,24-Mar-04,grass ley second to eighth year rotation LLN2-3 and LLN2-8:,Triple superphosphate at 213 kg.,Triple superphosphate,,,2,213,kg/ha,f,,,
14604,W/RN/3,2004,24-Mar-04,grass ley second to eighth year rotation LLN2-3 and LLN2-8:,muriate of potash at 167 kg.,Muriate of Potash,,,2,167,kg/ha,f,,,
14605,W/RN/3,2004,06-Jul-04,grass ley second to eighth year rotation LLN2-3 and LLN2-8:,"cut yield strips, weighed and sampled.","Cut yield strips, weighed and sampled.",,,2,,,sam,,,
14606,W/RN/3,2004,14-Jul-04,grass ley second to eighth year rotation LLN2-3 and LLN2-8:,Mowead for hay.,Mowed for hay,,,2,,,m,,,
14607,W/RN/3,2004,15-Jul-04,grass ley second to eighth year rotation LLN2-3 and LLN2-8:,Tedded hay.,Tedded hay,,,2,,,h,,,
14608,W/RN/3,2004,17-Jul-04,grass ley second to eighth year rotation LLN2-3 and LLN2-8:,Tedded hay.,Tedded hay,,,2,,,h,,,
14609,W/RN/3,2004,19-Jul-04,grass ley second to eighth year rotation LLN2-3 and LLN2-8:,Tedded hay.,Tedded hay,,,2,,,h,,,
14610,W/RN/3,2004,20-Jul-04,grass ley second to eighth year rotation LLN2-3 and LLN2-8:,harrowed up hay and baled.,harrowed up hay,,,2,,,h,,,
14610,W/RN/3,2004,20-Jul-04,grass ley second to eighth year rotation LLN2-3 and LLN2-8:,harrowed up hay and baled.,Baled hay,,,2,,,h,,,
14611,W/RN/3,2004,26-Jul-04,grass ley second to eighth year rotation LLN2-3 and LLN2-8:,muriate of potash at 83 kg,Muriate of Potash,,,2,83,kg/ha,f,,,
14612,W/RN/3,2004,26-Jul-04,grass ley second to eighth year rotation LLN2-3 and LLN2-8:,34.5% N at 217 kg.,34.5% N,,,2,217,kg/ha,f,,,
14613,W/RN/3,2004,15-Sep-04,grass ley second to eighth year rotation LLN2-3 and LLN2-8:,"277 cut, sampled, weighed and mow plots due for wheat (ie. 9, 10, 13, 14).",2nd cut,,,2,,,h,,,
14613,W/RN/3,2004,15-Sep-04,grass ley second to eighth year rotation LLN2-3 and LLN2-8:,"277 cut, sampled, weighed and mow plots due for wheat (ie. 9, 10, 13, 14).",2nd cut sampled and weighed,,,2,,,sam,,,
14613,W/RN/3,2004,15-Sep-04,grass ley second to eighth year rotation LLN2-3 and LLN2-8:,"277 cut, sampled, weighed and mow plots due for wheat (ie. 9, 10, 13, 14).","Mowed plots due for wheat (ie. 9, 10, 13, 14).",,,2,,,m,,,
14614,W/RN/3,2004,16-Sep-04,grass ley second to eighth year rotation LLN2-3 and LLN2-8:,"mow plots cut previous diary, baled and removed.","Mowed plots cut previous day, baled and removed.",,,2,,,m,,,
14615,W/RN/3,2004,03-Nov-04,grass ley second to eighth year rotation LLN2-3 and LLN2-8:,"2nd cut yield strips, weighed and sampled (all others long ley plots.","2nd cut yield strips, weighed and sampled (all others long ley plots)",,,2,,,sam,,,
14616,W/RN/3,2004,24-Mar-04,clover grass ley second to eighth year rotation LLC2-3 and LLC2-8,"Potassium sulphate at 140 kg,",Potassium sulphate,,,2,140,kg,,,,
14617,W/RN/3,2004,24-Mar-04,clover grass ley second to eighth year rotation LLC2-3 and LLC2-8,Triple superphosphate at 213 kg.,Triple superphosphate,,,2,213,kg/ha,f,,,
14618,W/RN/3,2004,24-Mar-04,clover grass ley second to eighth year rotation LLC2-3 and LLC2-8,muriate of potash at 167 kg.,Muriate of Potash,,,2,167,kg/ha,f,,,
14619,W/RN/3,2004,06-Jul-04,clover grass ley second to eighth year rotation LLC2-3 and LLC2-8,"cut yield strips, weighed and sampled.","Cut yield strips, weighed and sampled.",,,2,,,sam,,,
14620,W/RN/3,2004,14-Jul-04,clover grass ley second to eighth year rotation LLC2-3 and LLC2-8,mow for hay.,Mowed for hay,,,2,,,m,,,
14621,W/RN/3,2004,15-Jul-04,clover grass ley second to eighth year rotation LLC2-3 and LLC2-8,Tedded hay.,Tedded hay,,,2,,,h,,,
14622,W/RN/3,2004,17-Jul-04,clover grass ley second to eighth year rotation LLC2-3 and LLC2-8,Tedded hay.,Tedded hay,,,2,,,h,,,
14623,W/RN/3,2004,19-Jul-04,clover grass ley second to eighth year rotation LLC2-3 and LLC2-8,Tedded hay.,Tedded hay,,,2,,,h,,,
14624,W/RN/3,2004,20-Jul-04,clover grass ley second to eighth year rotation LLC2-3 and LLC2-8,harrowed up hay and baled.,harrowed up hay,,,2,,,h,,,
14624,W/RN/3,2004,20-Jul-04,clover grass ley second to eighth year rotation LLC2-3 and LLC2-8,harrowed up hay and baled.,Baled hay,,,2,,,h,,,
14625,W/RN/3,2004,26-Jul-04,clover grass ley second to eighth year rotation LLC2-3 and LLC2-8,muriate of potash at 83 kg.,Muriate of Potash,,,2,83,kg/ha,f,,,
14626,W/RN/3,2004,15-Sep-04,clover grass ley second to eighth year rotation LLC2-3 and LLC2-8,"2nd cut, sampled, weighed and mow plots due for wheat (ie 3, 4, 15, 16).",2nd cut,,,2,,,h,,,
14626,W/RN/3,2004,15-Sep-04,clover grass ley second to eighth year rotation LLC2-3 and LLC2-8,"2nd cut, sampled, weighed and mow plots due for wheat (ie 3, 4, 15, 16).",2nd cut sampled and weighed,,,2,,,sam,,,
14626,W/RN/3,2004,15-Sep-04,clover grass ley second to eighth year rotation LLC2-3 and LLC2-8,"2nd cut, sampled, weighed and mow plots due for wheat (ie 3, 4, 15, 16).","Mowed plots due for wheat (ie 3, 4, 15, 16).",,,2,,,m,,,
14627,W/RN/3,2004,16-Sep-04,clover grass ley second to eighth year rotation LLC2-3 and LLC2-8,"mow plots cut previous diary, baled and removed.","Mowed plots cut previous day, baled and removed.",,,2,,,m,,,
14628,W/RN/3,2004,03-Nov-04,clover grass ley second to eighth year rotation LLC2-3 and LLC2-8,"2nd cut yield strips, weighed and sampled (all others long ley plots)","2nd cut yield strips, weighed and sampled (all others long ley plots)",,,2,,,sam,,,
14629,W/RN/3,2004,02-Oct-03,Winter beans second and third treatment crop rotation AM and ABe,Triple superphosphate at 127 kg.,Triple superphosphate,,,2,127,kg/ha,f,,,
14630,W/RN/3,2004,03-Nov-03,Winter beans second and third treatment crop rotation AM and ABe,"broadcast, Clipper, recleaned at 25 seeds/m2 by hand.","broadcast, Clipper, recleaned by hand.",,,2,25,seeds/m2,s,,,
14631,W/RN/3,2004,03-Nov-03,Winter beans second and third treatment crop rotation AM and ABe,ploughed 30 cm furrows.,ploughed 30 cm furrows.,,,2,,,c,,,
